2016-04-28 00:04:12.9004|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:130 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:130, CategoryTypeID:1, 买菜, 7.0, 2016-4-21 12:39:41, zc, CardID:0
2016-04-28 00:04:13.2286|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:131 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:131, CategoryTypeID:28, 公交, 4.0, 2016-4-21 6:27:05, zc, CardID:0
2016-04-28 00:04:13.4942|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:132 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:132, CategoryTypeID:14, 早餐, 3.0, 2016-4-22 12:08:30, zc, CardID:0
2016-04-28 00:04:13.7286|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:133 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:133, CategoryTypeID:18, 夜宵  烟, 18.0, 2016-4-22 22:19:55, zc, CardID:0
2016-04-28 00:04:13.9786|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:134 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:134, CategoryTypeID:14, 包子, 3.0, 2016-4-23 7:02:17, zc, CardID:0
2016-04-28 00:04:14.2129|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:135 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:135, CategoryTypeID:14, 早餐, 4.0, 2016-4-24 10:13:21, zc, CardID:0
2016-04-28 00:04:14.4942|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:136 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:136, CategoryTypeID:34, 洗发露, 19.0, 2016-4-24 12:40:48, zc, CardID:0
2016-04-28 00:04:14.7286|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:137 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:137, CategoryTypeID:14, 早餐, 5.0, 2016-4-25 12:41:09, zc, CardID:0
2016-04-28 00:04:14.9629|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:138 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:138, CategoryTypeID:14, 早餐, 3.0, 2016-4-26 12:46:11, zc, CardID:0
2016-04-28 00:04:15.2129|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:139 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:139, CategoryTypeID:3, 烟, 22.0, 2016-4-26 12:46:28, zc, CardID:0
2016-04-28 00:04:15.5254|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:140 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:140, CategoryTypeID:18, 晚饭, 12.0, 2016-4-26 19:50:49, zc, CardID:0
2016-04-28 00:04:15.7911|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:141 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:141, CategoryTypeID:9, 纸巾, 9.0, 2016-4-26 19:51:07, zc, CardID:0
2016-04-28 00:04:16.0254|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:142 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:142, CategoryTypeID:18, 请朋友吃饭, 280.0, 2016-4-27 1:05:58, zc, CardID:0
2016-04-28 00:04:16.3067|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:143 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:143, CategoryTypeID:16, 炒粉, 6.0, 2016-4-27 23:59:49, zc, CardID:0
2016-04-28 00:04:16.5567|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:144 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:144, CategoryTypeID:22, 缝针, 18.0, 2016-4-28 0:00:45, zc, CardID:0
2016-04-28 00:04:16.7911|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:145 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:145, CategoryTypeID:4, 夜宵, 9.5, 2016-4-28 0:01:52, zc, CardID:0
2016-04-28 00:04:17.0254|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:146 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:146, CategoryTypeID:3, 烟, 13.0, 2016-4-28 0:02:05, zc, CardID:0
2016-04-28 00:12:26.7911|INFO|AALifeWeb_SyncItemList| UserID:17661 | ItemAppID:396 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:396, CategoryTypeID:26, 勿忘我信用卡, 140.0, 2016-4-27 0:12:20, zc, CardID:0
2016-04-28 00:24:09.2598|INFO|AALifeWeb_SyncItemList| UserID:20684 | ItemAppID:653 | ItemWebID:0 | ItemInfo -> ItemID:766101, ItemAppID:653, CategoryTypeID:64, 201604出差，打车回沌口, 134.0, 2016-4-27 17:41:13, zc, CardID:2
2016-04-28 00:24:09.7598|INFO|AALifeWeb_SyncItemList| UserID:20684 | ItemAppID:654 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:654, CategoryTypeID:64, 淘宝，手机夹, 10.9, 2016-4-28 0:24:05, zc, CardID:0
2016-04-28 01:04:31.3535|INFO|AALifeWeb_SyncItemList| UserID:21055 | ItemAppID:598 | ItemWebID:0 | ItemInfo -> ItemID:655134, ItemAppID:598, CategoryTypeID:36, tb 发喜牛奶*8, 85.0, 2016-4-27 0:49:13, zc, CardID:0
2016-04-28 01:04:31.7753|INFO|AALifeWeb_SyncItemList| UserID:21055 | ItemAppID:599 | ItemWebID:0 | ItemInfo -> ItemID:655135, ItemAppID:599, CategoryTypeID:6, tb 小米充电宝, 79.0, 2016-4-28 0:49:45, zc, CardID:0
2016-04-28 01:04:32.1816|INFO|AALifeWeb_SyncItemList| UserID:21055 | ItemAppID:600 | ItemWebID:0 | ItemInfo -> ItemID:655136, ItemAppID:600, CategoryTypeID:26, tb 放大镜*2, 58.0, 2016-4-28 0:50:03, zc, CardID:0
2016-04-28 01:04:32.5878|INFO|AALifeWeb_SyncItemList| UserID:21055 | ItemAppID:601 | ItemWebID:0 | ItemInfo -> ItemID:655137, ItemAppID:601, CategoryTypeID:28, 和合谷饭*2, 31.0, 2016-4-27 0:50:45, zc, CardID:0
2016-04-28 01:04:32.9472|INFO|AALifeWeb_SyncItemList| UserID:21055 | ItemAppID:602 | ItemWebID:0 | ItemInfo -> ItemID:655138, ItemAppID:602, CategoryTypeID:28, 和合谷饭*2, 33.0, 2016-4-24 0:52:46, zc, CardID:0
2016-04-28 01:04:33.3691|INFO|AALifeWeb_SyncItemList| UserID:21055 | ItemAppID:603 | ItemWebID:0 | ItemInfo -> ItemID:655139, ItemAppID:603, CategoryTypeID:30, 超市 长安商场 馒头等, 48.92, 2016-4-25 1:01:01, zc, CardID:0
2016-04-28 01:04:33.7597|INFO|AALifeWeb_SyncItemList| UserID:21055 | ItemAppID:604 | ItemWebID:0 | ItemInfo -> ItemID:655140, ItemAppID:604, CategoryTypeID:30, 超市百盛, 11.0, 2016-4-27 1:01:22, zc, CardID:0
2016-04-28 01:24:01.8691|INFO|AALifeWeb_SyncItemList| UserID:25022 | ItemAppID:37 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:37, CategoryTypeID:1, 工资, 6000.0, 2016-4-13 1:10:06, sr, CardID:0
2016-04-28 01:24:02.2597|INFO|AALifeWeb_SyncItemList| UserID:25022 | ItemAppID:38 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:38, CategoryTypeID:1, 工资, 6000.0, 2016-5-13 1:10:06, sr, CardID:0
2016-04-28 01:24:02.6503|INFO|AALifeWeb_SyncItemList| UserID:25022 | ItemAppID:39 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:39, CategoryTypeID:1, 工资, 6000.0, 2016-6-13 1:10:06, sr, CardID:0
2016-04-28 01:24:03.0253|INFO|AALifeWeb_SyncItemList| UserID:25022 | ItemAppID:40 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:40, CategoryTypeID:1, 工资, 6000.0, 2016-7-13 1:10:06, sr, CardID:0
2016-04-28 01:24:03.6816|INFO|AALifeWeb_SyncItemList| UserID:25022 | ItemAppID:41 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:41, CategoryTypeID:1, 工资, 6000.0, 2016-8-13 1:10:06, sr, CardID:0
