2016-04-08 00:00:43.7080|INFO|AALifeWeb_SyncItemList| UserID:20357 | ItemAppID:1045 | ItemWebID:0 | ItemInfo -> ItemID:744996, ItemAppID:1045, CategoryTypeID:16, 球费, 104.0, 2016-4-7 0:00:34, zc, CardID:2
2016-04-08 00:17:07.3955|INFO|AALifeWeb_SyncItemList| UserID:17661 | ItemAppID:366 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:366, CategoryTypeID:30, 买菜, 17.0, 2016-4-7 0:12:18, zc, CardID:0
2016-04-08 00:17:07.9736|INFO|AALifeWeb_SyncItemList| UserID:17661 | ItemAppID:367 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:367, CategoryTypeID:30, 肉21加米10, 31.0, 2016-4-6 0:12:58, zc, CardID:0
2016-04-08 00:17:08.9736|INFO|AALifeWeb_SyncItemList| UserID:17661 | ItemAppID:368 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:368, CategoryTypeID:24, 仪征到南京, 40.0, 2016-4-4 0:14:03, zc, CardID:0
2016-04-08 00:17:09.5361|INFO|AALifeWeb_SyncItemList| UserID:17661 | ItemAppID:369 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:369, CategoryTypeID:24, 南京到仪征客车, 50.0, 2016-4-1 0:14:30, zc, CardID:0
2016-04-08 00:17:09.8955|INFO|AALifeWeb_SyncItemList| UserID:17661 | ItemAppID:370 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:370, CategoryTypeID:16, 中医院拿药, 71.0, 2016-4-4 0:15:57, zc, CardID:0
2016-04-08 00:17:10.1767|INFO|AALifeWeb_SyncItemList| UserID:17661 | ItemAppID:371 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:371, CategoryTypeID:16, 月塘超市, 72.6, 2016-4-3 0:16:16, zc, CardID:0
2016-04-08 00:17:10.5517|INFO|AALifeWeb_SyncItemList| UserID:17661 | ItemAppID:372 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:372, CategoryTypeID:24, 回她老家打车, 25.0, 2016-4-3 0:16:56, zc, CardID:0
2016-04-08 00:17:28.8330|INFO|AALifeWeb_SyncItemList| UserID:24485 | ItemAppID:72 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:72, CategoryTypeID:7, 闪迪64g内存卡, 99.0, 2016-4-8 0:17:08, zc, CardID:0
2016-04-08 00:18:10.5986|INFO|AALifeWeb_SyncItemList| UserID:17661 | ItemAppID:371 | ItemWebID:0 | ItemInfo -> ItemID:745068, ItemAppID:371, CategoryTypeID:22, 月塘超市, 72.6, 2016-4-3 0:17:29, zc, CardID:0
2016-04-08 00:18:11.1923|INFO|AALifeWeb_SyncItemList| UserID:17661 | ItemAppID:372 | ItemWebID:0 | ItemInfo -> ItemID:745069, ItemAppID:372, CategoryTypeID:24, 谢集到高打车, 25.0, 2016-4-3 0:18:05, zc, CardID:0
2016-04-08 00:19:23.0361|INFO|AALifeWeb_SyncItemList| UserID:17661 | ItemAppID:373 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:373, CategoryTypeID:30, 买菜, 16.0, 2016-4-5 0:19:18, zc, CardID:0
2016-04-08 00:21:02.0986|INFO|AALifeWeb_SyncItemList| UserID:17661 | ItemAppID:374 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:374, CategoryTypeID:12, 仪征水费, 71.0, 2016-4-6 0:20:55, zc, CardID:0
2016-04-08 00:41:22.9580|INFO|AALifeWeb_SyncItemList| UserID:23355 | ItemAppID:237 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:237, CategoryTypeID:9, 基层补贴, 1600.0, 2016-4-1 9:17:51, sr, CardID:0
2016-04-08 00:41:23.2080|INFO|AALifeWeb_SyncItemList| UserID:23355 | ItemAppID:238 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:238, CategoryTypeID:1, 菜肉, 26.5, 2016-4-1 20:22:22, zc, CardID:0
2016-04-08 00:41:23.4736|INFO|AALifeWeb_SyncItemList| UserID:23355 | ItemAppID:239 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:239, CategoryTypeID:2, 鸡排, 16.0, 2016-4-1 20:22:32, zc, CardID:0
2016-04-08 00:41:23.8173|INFO|AALifeWeb_SyncItemList| UserID:23355 | ItemAppID:240 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:240, CategoryTypeID:3, 饮料, 5.0, 2016-4-1 20:22:40, zc, CardID:0
2016-04-08 00:41:24.0830|INFO|AALifeWeb_SyncItemList| UserID:23355 | ItemAppID:241 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:241, CategoryTypeID:4, 冰激凌, 20.0, 2016-4-3 12:54:43, zc, CardID:0
2016-04-08 00:41:24.3798|INFO|AALifeWeb_SyncItemList| UserID:23355 | ItemAppID:242 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:242, CategoryTypeID:10, 电影, 61.8, 2016-4-3 12:55:00, zc, CardID:0
2016-04-08 00:41:24.5830|INFO|AALifeWeb_SyncItemList| UserID:23355 | ItemAppID:243 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:243, CategoryTypeID:4, 爆米花, 25.0, 2016-4-3 12:55:17, zc, CardID:0
2016-04-08 00:41:24.7861|INFO|AALifeWeb_SyncItemList| UserID:23355 | ItemAppID:244 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:244, CategoryTypeID:9, 超市采购, 132.0, 2016-4-3 12:56:02, zc, CardID:0
2016-04-08 00:41:25.0986|INFO|AALifeWeb_SyncItemList| UserID:23355 | ItemAppID:245 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:245, CategoryTypeID:1, 肉, 74.5, 2016-4-6 8:42:40, zc, CardID:0
2016-04-08 00:41:25.3955|INFO|AALifeWeb_SyncItemList| UserID:23355 | ItemAppID:246 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:246, CategoryTypeID:1, 菜, 40.0, 2016-4-4 8:43:11, zc, CardID:0
2016-04-08 00:41:28.6923|INFO|AALifeWeb_SyncItemList| UserID:23355 | ItemAppID:247 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:247, CategoryTypeID:2, 吃饭, 16.0, 2016-4-5 8:43:52, zc, CardID:0
2016-04-08 00:41:28.9267|INFO|AALifeWeb_SyncItemList| UserID:23355 | ItemAppID:248 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:248, CategoryTypeID:3, 饮料, 15.0, 2016-4-5 8:43:42, zc, CardID:0
2016-04-08 00:41:30.2392|INFO|AALifeWeb_SyncItemList| UserID:23355 | ItemAppID:249 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:249, CategoryTypeID:9, 超市采购, 64.0, 2016-4-5 8:44:11, zc, CardID:0
2016-04-08 00:41:30.4423|INFO|AALifeWeb_SyncItemList| UserID:23355 | ItemAppID:250 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:250, CategoryTypeID:9, 工资, 1519.0, 2016-4-6 10:19:12, sr, CardID:0
2016-04-08 00:41:30.6611|INFO|AALifeWeb_SyncItemList| UserID:23355 | ItemAppID:251 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:251, CategoryTypeID:2, 吃饭, 50.0, 2016-4-6 15:24:18, zc, CardID:0
2016-04-08 00:41:30.9892|INFO|AALifeWeb_SyncItemList| UserID:23355 | ItemAppID:252 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:252, CategoryTypeID:9, 超市采购, 65.0, 2016-4-6 9:43:24, zc, CardID:0
2016-04-08 00:41:31.3173|INFO|AALifeWeb_SyncItemList| UserID:23355 | ItemAppID:253 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:253, CategoryTypeID:3, 茶叶, 50.0, 2016-4-6 9:43:41, zc, CardID:0
2016-04-08 00:41:31.7236|INFO|AALifeWeb_SyncItemList| UserID:23355 | ItemAppID:254 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:254, CategoryTypeID:9, 胶囊, 233.2, 2016-4-7 10:33:25, zc, CardID:0
2016-04-08 00:41:31.9892|INFO|AALifeWeb_SyncItemList| UserID:23355 | ItemAppID:255 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:255, CategoryTypeID:9, 手机费, 200.0, 2016-4-8 0:41:12, zc, CardID:0
2016-04-08 00:53:30.6455|INFO|AALifeWeb_SyncItemList| UserID:24059 | ItemAppID:153 | ItemWebID:0 | ItemInfo -> ItemID:737763, ItemAppID:153, CategoryTypeID:5, 中餐.周末出行, 31.0, 2016-3-27 16:17:50, zc, CardID:0
2016-04-08 00:53:31.1298|INFO|AALifeWeb_SyncItemList| UserID:24059 | ItemAppID:167 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:167, CategoryTypeID:5, 早餐, 5.0, 2016-3-30 8:04:21, zc, CardID:0
2016-04-08 00:53:31.4736|INFO|AALifeWeb_SyncItemList| UserID:24059 | ItemAppID:168 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:168, CategoryTypeID:5, 中餐, 9.0, 2016-3-30 16:13:24, zc, CardID:0
2016-04-08 00:53:31.8486|INFO|AALifeWeb_SyncItemList| UserID:24059 | ItemAppID:169 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:169, CategoryTypeID:5, 晚餐, 20.0, 2016-3-30 16:41:47, zc, CardID:0
2016-04-08 00:53:32.2236|INFO|AALifeWeb_SyncItemList| UserID:24059 | ItemAppID:170 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:170, CategoryTypeID:5, 早餐, 5.0, 2016-3-31 16:42:09, zc, CardID:0
2016-04-08 00:53:32.6455|INFO|AALifeWeb_SyncItemList| UserID:24059 | ItemAppID:171 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:171, CategoryTypeID:5, 中餐, 9.0, 2016-3-31 16:42:40, zc, CardID:0
2016-04-08 00:53:33.0048|INFO|AALifeWeb_SyncItemList| UserID:24059 | ItemAppID:172 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:172, CategoryTypeID:6, 锅巴, 5.0, 2016-3-31 16:42:52, zc, CardID:0
2016-04-08 00:53:33.4267|INFO|AALifeWeb_SyncItemList| UserID:24059 | ItemAppID:173 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:173, CategoryTypeID:5, 晚餐, 9.0, 2016-3-31 14:57:05, zc, CardID:0
2016-04-08 00:53:33.7705|INFO|AALifeWeb_SyncItemList| UserID:24059 | ItemAppID:174 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:174, CategoryTypeID:5, 早餐, 5.0, 2016-4-1 14:57:53, zc, CardID:0
2016-04-08 00:53:34.1611|INFO|AALifeWeb_SyncItemList| UserID:24059 | ItemAppID:175 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:175, CategoryTypeID:5, 中餐, 10.0, 2016-4-1 14:58:06, zc, CardID:0
2016-04-08 00:53:34.5830|INFO|AALifeWeb_SyncItemList| UserID:24059 | ItemAppID:176 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:176, CategoryTypeID:24, 火车票, 65.0, 2016-4-1 14:58:43, zc, CardID:0
2016-04-08 00:53:34.9423|INFO|AALifeWeb_SyncItemList| UserID:24059 | ItemAppID:177 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:177, CategoryTypeID:24, 火车票, 65.0, 2016-4-1 14:58:46, zc, CardID:0
2016-04-08 00:53:35.2861|INFO|AALifeWeb_SyncItemList| UserID:24059 | ItemAppID:178 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:178, CategoryTypeID:24, 话费, 50.0, 2016-4-1 14:59:29, zc, CardID:0
2016-04-08 00:53:35.6611|INFO|AALifeWeb_SyncItemList| UserID:24059 | ItemAppID:179 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:179, CategoryTypeID:24, 话费, 50.0, 2016-4-1 14:59:30, zc, CardID:0
2016-04-08 00:53:35.9892|INFO|AALifeWeb_SyncItemList| UserID:24059 | ItemAppID:180 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:180, CategoryTypeID:5, 早餐, 5.0, 2016-4-7 8:46:27, zc, CardID:0
2016-04-08 00:53:36.3642|INFO|AALifeWeb_SyncItemList| UserID:24059 | ItemAppID:181 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:181, CategoryTypeID:5, 中餐, 5.0, 2016-4-6 8:46:43, zc, CardID:0
2016-04-08 00:53:36.6767|INFO|AALifeWeb_SyncItemList| UserID:24059 | ItemAppID:182 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:182, CategoryTypeID:5, 中餐, 8.0, 2016-4-6 0:52:45, zc, CardID:0
2016-04-08 00:53:37.0673|INFO|AALifeWeb_SyncItemList| UserID:24059 | ItemAppID:183 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:183, CategoryTypeID:5, 晚餐, 8.0, 2016-4-6 8:47:00, zc, CardID:0
2016-04-08 00:53:37.4267|INFO|AALifeWeb_SyncItemList| UserID:24059 | ItemAppID:184 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:184, CategoryTypeID:5, 早餐, 5.0, 2016-4-5 8:47:20, zc, CardID:0
2016-04-08 00:53:37.7705|INFO|AALifeWeb_SyncItemList| UserID:24059 | ItemAppID:185 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:185, CategoryTypeID:5, 早餐, 9.0, 2016-4-5 8:47:27, zc, CardID:0
2016-04-08 00:53:38.2080|INFO|AALifeWeb_SyncItemList| UserID:24059 | ItemAppID:186 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:186, CategoryTypeID:5, 晚餐, 9.0, 2016-4-5 8:47:43, zc, CardID:0
2016-04-08 00:53:38.5205|INFO|AALifeWeb_SyncItemList| UserID:24059 | ItemAppID:187 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:187, CategoryTypeID:7, 丑桔, 5.0, 2016-4-5 8:48:31, zc, CardID:0
2016-04-08 00:53:38.8642|INFO|AALifeWeb_SyncItemList| UserID:24059 | ItemAppID:188 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:188, CategoryTypeID:6, 锅巴, 5.0, 2016-4-5 8:48:45, zc, CardID:0
2016-04-08 00:53:39.2705|INFO|AALifeWeb_SyncItemList| UserID:24059 | ItemAppID:189 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:189, CategoryTypeID:24, 车费, 5.0, 2016-4-4 9:05:13, zc, CardID:0
2016-04-08 00:53:39.5986|INFO|AALifeWeb_SyncItemList| UserID:24059 | ItemAppID:190 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:190, CategoryTypeID:24, 车费.支教, 5.0, 2016-4-5 8:51:14, zc, CardID:0
2016-04-08 00:53:39.8642|INFO|AALifeWeb_SyncItemList| UserID:24059 | ItemAppID:191 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:191, CategoryTypeID:24, 车费.支教, 5.0, 2016-4-5 8:51:15, zc, CardID:0
2016-04-08 00:53:40.3798|INFO|AALifeWeb_SyncItemList| UserID:24059 | ItemAppID:192 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:192, CategoryTypeID:22, 电费, 20.0, 2016-4-1 8:52:20, zc, CardID:0
2016-04-08 00:53:40.7705|INFO|AALifeWeb_SyncItemList| UserID:24059 | ItemAppID:193 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:193, CategoryTypeID:5, 中餐, 9.0, 2016-4-7 0:52:18, zc, CardID:0
2016-04-08 00:53:41.1142|INFO|AALifeWeb_SyncItemList| UserID:24059 | ItemAppID:194 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:194, CategoryTypeID:5, 晚餐, 8.0, 2016-4-7 0:52:27, zc, CardID:0
2016-04-08 00:59:25.7851|INFO|AALifeWeb_SyncItemList| UserID:21055 | ItemAppID:525 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:525, CategoryTypeID:4, 多乐之日 cake, 23.0, 2016-4-6 19:11:44, zc, CardID:0
2016-04-08 00:59:26.1132|INFO|AALifeWeb_SyncItemList| UserID:21055 | ItemAppID:526 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:526, CategoryTypeID:30, 多乐之日 Sandwich*2, 35.0, 2016-4-6 19:12:14, zc, CardID:0
2016-04-08 00:59:26.3632|INFO|AALifeWeb_SyncItemList| UserID:21055 | ItemAppID:527 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:527, CategoryTypeID:6, tb led灯*2, 74.0, 2016-4-7 15:12:24, zc, CardID:0
2016-04-08 00:59:26.5038|INFO|AALifeWeb_SyncItemList| UserID:21055 | ItemAppID:528 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:528, CategoryTypeID:6, tb wc芳香滴*2, 39.6, 2016-4-8 0:59:19, zc, CardID:0
2016-04-08 01:26:23.1653|INFO|AALifeWeb_SyncLoginQQNew| UserInfo -> UserID:0, sjqq68242, 💋    你挺傲被、、, http://q.qlogo.cn/qqapp/100761541/5638CD22B224647FD93D72A3FB7FE883/100, sjqq_360, IsUpdate:1
2016-04-08 01:26:23.1653|INFO|AALifeWeb_SyncLoginQQNew| OAuthInfo -> OAuthID:0, 5638CD22B224647FD93D72A3FB7FE883, AF4910A05A9AAE99D31CDEEFDA0C0EE4, UserID:0, OldUserID:0, sjqq
2016-04-08 04:58:29.2413|INFO|AALifeWeb_SyncLoginQQNew| UserInfo -> UserID:0, sjqq41463, |▍Madman ✨, http://q.qlogo.cn/qqapp/100761541/CF0B643F921342EFB20A93075D70328E/100, sjqq_web, IsUpdate:1
2016-04-08 04:58:29.2569|INFO|AALifeWeb_SyncLoginQQNew| OAuthInfo -> OAuthID:0, CF0B643F921342EFB20A93075D70328E, DED3AC5173BCDACC7B886716BA697D07, UserID:0, OldUserID:0, sjqq
2016-04-08 07:21:34.4444|INFO|AALifeWeb_SyncItemList| UserID:21265 | ItemAppID:169 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:169, CategoryTypeID:1, 早饭, 4.5, 2016-4-8 7:21:30, zc, CardID:0
2016-04-08 07:41:20.5850|INFO|AALifeWeb_SyncItemListWebBack| Success:False | ItemID:False | ItemAppID:0
2016-04-08 07:54:32.0225|INFO|AALifeWeb_SyncItemList| UserID:22432 | ItemAppID:516 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:516, CategoryTypeID:2, 甜品, 35.0, 2016-3-11 14:02:26, zc, CardID:0
2016-04-08 07:54:32.4600|INFO|AALifeWeb_SyncItemList| UserID:22432 | ItemAppID:517 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:517, CategoryTypeID:4, 维他奶, 3.5, 2016-3-11 14:02:42, zc, CardID:0
2016-04-08 07:54:32.9131|INFO|AALifeWeb_SyncItemList| UserID:22432 | ItemAppID:518 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:518, CategoryTypeID:9, 交通, 8.0, 2016-3-11 14:02:53, zc, CardID:0
2016-04-08 07:54:33.7881|INFO|AALifeWeb_SyncItemList| UserID:22432 | ItemAppID:519 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:519, CategoryTypeID:2, 沙县, 6.0, 2016-3-11 6:56:56, zc, CardID:0
2016-04-08 07:54:34.3506|INFO|AALifeWeb_SyncItemList| UserID:22432 | ItemAppID:520 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:520, CategoryTypeID:4, 维他奶, 3.0, 2016-3-11 6:57:26, zc, CardID:0
2016-04-08 07:54:34.7100|INFO|AALifeWeb_SyncItemList| UserID:22432 | ItemAppID:521 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:521, CategoryTypeID:12, 早餐一饭, 4.0, 2016-3-12 7:44:24, zc, CardID:0
2016-04-08 07:54:35.2569|INFO|AALifeWeb_SyncItemList| UserID:22432 | ItemAppID:522 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:522, CategoryTypeID:16, 羊城通, 50.0, 2016-3-12 13:21:06, zc, CardID:0
2016-04-08 07:54:35.7881|INFO|AALifeWeb_SyncItemList| UserID:22432 | ItemAppID:523 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:523, CategoryTypeID:9, 补课, 160.0, 2016-3-6 13:21:51, sr, CardID:0
2016-04-08 07:54:36.1163|INFO|AALifeWeb_SyncItemList| UserID:22432 | ItemAppID:524 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:524, CategoryTypeID:2, 早餐全家, 12.5, 2016-3-13 9:03:19, zc, CardID:0
2016-04-08 07:54:36.4913|INFO|AALifeWeb_SyncItemList| UserID:22432 | ItemAppID:525 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:525, CategoryTypeID:9, M3月, 1000.0, 2016-3-12 14:20:05, sr, CardID:0
2016-04-08 07:54:37.0381|INFO|AALifeWeb_SyncItemList| UserID:22432 | ItemAppID:526 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:526, CategoryTypeID:9, 交通, 2.0, 2016-3-13 14:19:25, zc, CardID:0
2016-04-08 07:54:37.3194|INFO|AALifeWeb_SyncItemList| UserID:22432 | ItemAppID:527 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:527, CategoryTypeID:9, 交通补课, 160.0, 2016-3-13 14:19:57, sr, CardID:0
2016-04-08 07:54:37.5381|INFO|AALifeWeb_SyncItemList| UserID:22432 | ItemAppID:528 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:528, CategoryTypeID:12, 早餐三饭, 4.0, 2016-3-14 7:55:35, zc, CardID:0
2016-04-08 07:54:37.7881|INFO|AALifeWeb_SyncItemList| UserID:22432 | ItemAppID:529 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:529, CategoryTypeID:2, 沙县, 6.0, 2016-3-14 14:31:16, zc, CardID:0
2016-04-08 07:54:38.6006|INFO|AALifeWeb_SyncItemList| UserID:22432 | ItemAppID:530 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:530, CategoryTypeID:12, 晚餐二饭特价饭, 6.0, 2016-3-14 14:31:39, zc, CardID:0
2016-04-08 07:54:38.9756|INFO|AALifeWeb_SyncItemList| UserID:22432 | ItemAppID:531 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:531, CategoryTypeID:2, 晚餐饺子, 17.0, 2016-3-15 14:17:58, zc, CardID:0
2016-04-08 07:54:39.3194|INFO|AALifeWeb_SyncItemList| UserID:22432 | ItemAppID:532 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:532, CategoryTypeID:12, 早餐三饭, 4.0, 2016-3-16 14:18:09, zc, CardID:0
2016-04-08 07:54:39.8038|INFO|AALifeWeb_SyncItemList| UserID:22432 | ItemAppID:533 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:533, CategoryTypeID:12, 午餐三饭麻辣烫, 7.0, 2016-3-16 14:18:31, zc, CardID:0
2016-04-08 07:54:40.1631|INFO|AALifeWeb_SyncItemList| UserID:22432 | ItemAppID:534 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:534, CategoryTypeID:4, 维他奶, 2.5, 2016-3-16 14:18:41, zc, CardID:0
2016-04-08 07:54:40.4913|INFO|AALifeWeb_SyncItemList| UserID:22432 | ItemAppID:535 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:535, CategoryTypeID:12, 午餐三饭, 3.0, 2016-3-16 14:19:12, zc, CardID:0
2016-04-08 07:54:40.9444|INFO|AALifeWeb_SyncItemList| UserID:22432 | ItemAppID:536 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:536, CategoryTypeID:12, 早餐三饭, 4.0, 2016-3-17 16:28:02, zc, CardID:0
2016-04-08 07:54:41.6006|INFO|AALifeWeb_SyncItemList| UserID:22432 | ItemAppID:537 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:537, CategoryTypeID:2, 晚餐饺子, 13.0, 2016-3-17 16:28:18, zc, CardID:0
2016-04-08 07:54:41.9288|INFO|AALifeWeb_SyncItemList| UserID:22432 | ItemAppID:538 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:538, CategoryTypeID:12, 早餐三饭, 4.0, 2016-3-18 16:28:29, zc, CardID:0
