2016-08-30 00:20:33.8252|INFO|AALifeWeb_SyncLoginQQNew| UserInfo -> UserID:0, sjqq87911, ♚            Caroline, http://q.qlogo.cn/qqapp/100761541/7B7633F295A8BADB5BE31577889E5946/100, 5.6.5_360, IsUpdate:1
2016-08-30 00:20:33.8252|INFO|AALifeWeb_SyncLoginQQNew| OAuthInfo -> OAuthID:0, 7B7633F295A8BADB5BE31577889E5946, 499E7826A72E5C410915FB7EEEAB01EC, UserID:0, OldUserID:0, sjqq
2016-08-30 00:35:27.3095|INFO|AALifeWeb_SyncNewUser| UserInfo -> UserID:0, 红尘往昔, 没有用户名, user.gif, 5.6.5_tx, IsUpdate:1
2016-08-30 00:51:12.6533|INFO|AALifeWeb_SyncItemList| UserID:21055 | ItemAppID:920 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:920, CategoryTypeID:76, tb 电子杂志1, 4.5, 2016-8-29 23:39:14, zc, CardID:0
2016-08-30 00:51:12.8252|INFO|AALifeWeb_SyncItemList| UserID:21055 | ItemAppID:921 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:921, CategoryTypeID:28, 星巴克三文治2, 40.0, 2016-8-28 23:40:17, zc, CardID:0
2016-08-30 00:51:12.9814|INFO|AALifeWeb_SyncItemList| UserID:21055 | ItemAppID:922 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:922, CategoryTypeID:30, 超市 长安商场 馒头等, 36.0, 2016-8-28 23:41:24, zc, CardID:0
2016-08-30 00:51:13.1377|INFO|AALifeWeb_SyncItemList| UserID:21055 | ItemAppID:923 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:923, CategoryTypeID:26, tb 餐垫6, 19.0, 2016-8-29 23:46:06, zc, CardID:0
2016-08-30 00:51:13.3095|INFO|AALifeWeb_SyncItemList| UserID:21055 | ItemAppID:924 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:924, CategoryTypeID:48, tb 强嘚36+16, 52.0, 2016-8-30 0:51:02, zc, CardID:0
2016-08-30 01:49:08.5238|INFO|AALifeWeb_SyncItemList| UserID:26887 | ItemAppID:15 | ItemWebID:0 | ItemInfo -> ItemID:886597, ItemAppID:15, CategoryTypeID:16, 三份早餐四杯豆浆(美丽小琪, 19.0, 2016-8-26 1:46:16, zc, CardID:0
2016-08-30 01:49:10.8363|INFO|AALifeWeb_SyncItemList| UserID:26887 | ItemAppID:16 | ItemWebID:0 | ItemInfo -> ItemID:886598, ItemAppID:16, CategoryTypeID:8, 内衣25*3, 75.0, 2016-8-20 1:46:03, zc, CardID:0
2016-08-30 07:04:57.2417|INFO|AALifeWeb_SyncItemList| UserID:23581 | ItemAppID:395 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:395, CategoryTypeID:22, 杨杨衣服, 131.0, 2016-8-30 7:04:13, zc, CardID:0
2016-08-30 07:04:57.4135|INFO|AALifeWeb_SyncItemList| UserID:23581 | ItemAppID:396 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:396, CategoryTypeID:22, 周天至周一, 200.0, 2016-8-30 7:04:45, zc, CardID:0
2016-08-30 08:01:26.8979|INFO|AALifeWeb_SyncItemList| UserID:19637 | ItemAppID:639 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:639, CategoryTypeID:3, 买水, 9.0, 2016-8-25 8:01:24, zc, CardID:0
2016-08-30 09:04:52.6792|INFO|AALifeWeb_SyncItemList| UserID:24703 | ItemAppID:288 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:288, CategoryTypeID:16, 容园美面膜一盒, 20.0, 2016-8-29 18:41:48, sr, CardID:0
2016-08-30 09:04:52.9292|INFO|AALifeWeb_SyncItemList| UserID:24703 | ItemAppID:289 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:289, CategoryTypeID:9, 坐车, 8.0, 2016-8-29 9:03:39, zc, CardID:0
2016-08-30 09:04:53.1792|INFO|AALifeWeb_SyncItemList| UserID:24703 | ItemAppID:290 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:290, CategoryTypeID:2, 晚饭, 12.5, 2016-8-29 9:03:54, zc, CardID:0
2016-08-30 09:04:53.4292|INFO|AALifeWeb_SyncItemList| UserID:24703 | ItemAppID:291 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:291, CategoryTypeID:16, 珀薇芦荟面膜, 40.0, 2016-8-29 9:04:38, zc, CardID:0
2016-08-30 09:05:28.8354|INFO|AALifeWeb_SyncItemList| UserID:24703 | ItemAppID:291 | ItemWebID:0 | ItemInfo -> ItemID:886867, ItemAppID:291, CategoryTypeID:16, 珀薇芦荟面膜, 40.0, 2016-8-29 9:05:04, sr, CardID:0
2016-08-30 09:07:06.1010|INFO|AALifeWeb_SyncItemList| UserID:24703 | ItemAppID:292 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:292, CategoryTypeID:12, 搬砖钱, 2200.0, 2016-8-26 9:06:38, sr, CardID:0
2016-08-30 09:07:06.3510|INFO|AALifeWeb_SyncItemList| UserID:24703 | ItemAppID:293 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:293, CategoryTypeID:14, 房租, 2100.0, 2016-8-7 9:07:01, zc, CardID:0
2016-08-30 09:25:33.7573|INFO|AALifeWeb_SyncLoginQQNew| UserInfo -> UserID:0, sjqq82295, 沐茹, http://q.qlogo.cn/qqapp/100761541/40ED1923467588DDEDE3584882E05F60/100, 5.6.5_mi, IsUpdate:1
2016-08-30 09:25:33.7573|INFO|AALifeWeb_SyncLoginQQNew| OAuthInfo -> OAuthID:0, 40ED1923467588DDEDE3584882E05F60, F951BC8B456BACE499E68E0CAE0871E8, UserID:0, OldUserID:0, sjqq
2016-08-30 09:50:16.6948|INFO|AALifeWeb_SyncLoginQQNew| UserInfo -> UserID:0, sjqq34537, ```, http://q.qlogo.cn/qqapp/100761541/60429000DB006A01787EAB11184FE61B/100, 5.6.4_tx, IsUpdate:1
2016-08-30 09:50:16.6948|INFO|AALifeWeb_SyncLoginQQNew| OAuthInfo -> OAuthID:0, 60429000DB006A01787EAB11184FE61B, EE8F332B91D55756D017F8D702515C90, UserID:0, OldUserID:0, sjqq
2016-08-30 10:06:41.6635|INFO|AALifeWeb_SyncLoginQQNew| UserInfo -> UserID:0, sjqq43365, 半夏琉璃じ空づ人心べ哭砂, http://q.qlogo.cn/qqapp/100761541/10A7F1409288ABC203BBACCB747A4429/100, 5.6.5_mi, IsUpdate:1
2016-08-30 10:06:41.6792|INFO|AALifeWeb_SyncLoginQQNew| OAuthInfo -> OAuthID:0, 10A7F1409288ABC203BBACCB747A4429, 7DAEE7F8C6F4636BC95801FC0FE7C8AB, UserID:0, OldUserID:0, sjqq
2016-08-30 10:07:21.0698|INFO|AALifeWeb_SyncItemList| UserID:18811 | ItemAppID:1269 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:1269, CategoryTypeID:6, 快递, 23.0, 2016-8-29 23:11:21, zc, CardID:0
2016-08-30 10:07:21.7260|INFO|AALifeWeb_SyncItemList| UserID:18811 | ItemAppID:1270 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:1270, CategoryTypeID:6, 咳嗽药, 15.0, 2016-8-29 23:11:37, zc, CardID:0
2016-08-30 10:07:22.3823|INFO|AALifeWeb_SyncItemList| UserID:18811 | ItemAppID:1271 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:1271, CategoryTypeID:6, 葡萄, 6.0, 2016-8-29 23:11:44, zc, CardID:0
2016-08-30 10:07:23.0698|INFO|AALifeWeb_SyncItemList| UserID:18811 | ItemAppID:1272 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:1272, CategoryTypeID:6, 早餐, 16.0, 2016-8-30 9:22:30, zc, CardID:0
2016-08-30 10:07:23.6792|INFO|AALifeWeb_SyncItemList| UserID:18811 | ItemAppID:1273 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:1273, CategoryTypeID:6, 开发区宿舍水电费, 47.0, 2016-8-30 9:23:04, zc, CardID:0
2016-08-30 10:07:24.3354|INFO|AALifeWeb_SyncItemList| UserID:18811 | ItemAppID:1275 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:1275, CategoryTypeID:6, 还蚂蚁花呗借款利息, 10.0, 2016-8-30 9:23:28, zc, CardID:0
2016-08-30 10:07:25.0229|INFO|AALifeWeb_SyncItemList| UserID:18811 | ItemAppID:1276 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:1276, CategoryTypeID:6, 还蚂蚁花呗借款, 400.0, 2016-8-30 9:24:21, hc, CardID:0
2016-08-30 10:13:41.3823|INFO|AALifeWeb_SyncItemList| UserID:26165 | ItemAppID:138 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:138, CategoryTypeID:1, 买菜, 23.5, 2016-8-22 6:57:19, zc, CardID:0
2016-08-30 10:13:41.6167|INFO|AALifeWeb_SyncItemList| UserID:26165 | ItemAppID:139 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:139, CategoryTypeID:1, 早饭, 5.0, 2016-8-22 6:57:29, zc, CardID:0
2016-08-30 10:13:41.9135|INFO|AALifeWeb_SyncItemList| UserID:26165 | ItemAppID:140 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:140, CategoryTypeID:1, 水果, 20.0, 2016-8-22 21:57:45, zc, CardID:0
2016-08-30 10:13:42.1479|INFO|AALifeWeb_SyncItemList| UserID:26165 | ItemAppID:141 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:141, CategoryTypeID:1, 买菜, 17.0, 2016-8-23 22:04:10, zc, CardID:0
2016-08-30 10:13:42.4135|INFO|AALifeWeb_SyncItemList| UserID:26165 | ItemAppID:142 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:142, CategoryTypeID:1, 早饭, 4.0, 2016-8-24 11:16:27, zc, CardID:0
2016-08-30 10:13:42.7104|INFO|AALifeWeb_SyncItemList| UserID:26165 | ItemAppID:143 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:143, CategoryTypeID:1, 捐款（猫群）, 30.0, 2016-8-24 11:16:41, zc, CardID:0
2016-08-30 10:13:42.9292|INFO|AALifeWeb_SyncItemList| UserID:26165 | ItemAppID:144 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:144, CategoryTypeID:1, 超市, 49.7, 2016-8-24 17:28:59, zc, CardID:0
2016-08-30 10:13:43.1323|INFO|AALifeWeb_SyncItemList| UserID:26165 | ItemAppID:145 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:145, CategoryTypeID:1, 早饭, 3.0, 2016-8-25 7:25:48, zc, CardID:0
2016-08-30 10:13:43.3823|INFO|AALifeWeb_SyncItemList| UserID:26165 | ItemAppID:146 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:146, CategoryTypeID:1, 买菜, 4.5, 2016-8-25 7:25:57, zc, CardID:0
2016-08-30 10:13:43.6323|INFO|AALifeWeb_SyncItemList| UserID:26165 | ItemAppID:147 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:147, CategoryTypeID:1, 葡萄, 12.0, 2016-8-25 7:26:08, zc, CardID:0
2016-08-30 10:13:43.8667|INFO|AALifeWeb_SyncItemList| UserID:26165 | ItemAppID:148 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:148, CategoryTypeID:1, 淘宝，猫粮, 39.6, 2016-8-25 9:06:12, zc, CardID:0
