2016-04-03 00:21:44.1094|INFO|AALifeWeb_SyncItemList| UserID:14753 | ItemAppID:1531 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:1531, CategoryTypeID:1, 早点, 1.5, 2016-3-31 0:12:41, zc, CardID:0
2016-04-03 00:21:44.2812|INFO|AALifeWeb_SyncItemList| UserID:14753 | ItemAppID:1532 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:1532, CategoryTypeID:1, 早饭, 8.16, 2016-3-31 0:13:13, zc, CardID:0
2016-04-03 00:21:44.4844|INFO|AALifeWeb_SyncItemList| UserID:14753 | ItemAppID:1533 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:1533, CategoryTypeID:1, 下午饭, 9.66, 2016-3-31 0:13:34, zc, CardID:0
2016-04-03 00:21:44.6719|INFO|AALifeWeb_SyncItemList| UserID:14753 | ItemAppID:1534 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:1534, CategoryTypeID:9, 洗澡, 1.4, 2016-3-31 0:15:05, zc, CardID:0
2016-04-03 00:21:44.8594|INFO|AALifeWeb_SyncItemList| UserID:14753 | ItemAppID:1535 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:1535, CategoryTypeID:1, 早点, 2.9, 2016-4-1 0:20:31, zc, CardID:0
2016-04-03 00:21:45.0469|INFO|AALifeWeb_SyncItemList| UserID:14753 | ItemAppID:1536 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:1536, CategoryTypeID:1, 早饭, 8.0, 2016-4-1 0:16:48, zc, CardID:0
2016-04-03 00:21:45.3906|INFO|AALifeWeb_SyncItemList| UserID:14753 | ItemAppID:1537 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:1537, CategoryTypeID:1, 下午饭, 9.16, 2016-4-1 0:17:17, zc, CardID:0
2016-04-03 00:21:45.5625|INFO|AALifeWeb_SyncItemList| UserID:14753 | ItemAppID:1538 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:1538, CategoryTypeID:4, 泡芙, 6.0, 2016-3-31 0:20:46, zc, CardID:0
2016-04-03 00:21:45.7969|INFO|AALifeWeb_SyncItemList| UserID:14753 | ItemAppID:1539 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:1539, CategoryTypeID:9, 洗澡, 1.36, 2016-4-1 0:18:28, zc, CardID:0
2016-04-03 00:21:46.0000|INFO|AALifeWeb_SyncItemList| UserID:14753 | ItemAppID:1540 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:1540, CategoryTypeID:1, 早点, 1.5, 2016-4-2 0:21:03, zc, CardID:0
2016-04-03 00:21:46.2031|INFO|AALifeWeb_SyncItemList| UserID:14753 | ItemAppID:1541 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:1541, CategoryTypeID:1, 早饭, 8.0, 2016-4-2 0:21:08, zc, CardID:0
2016-04-03 00:21:46.4062|INFO|AALifeWeb_SyncItemList| UserID:14753 | ItemAppID:1542 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:1542, CategoryTypeID:1, 下午饭, 10.66, 2016-4-2 0:21:14, zc, CardID:0
2016-04-03 00:21:46.6406|INFO|AALifeWeb_SyncItemList| UserID:14753 | ItemAppID:1543 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:1543, CategoryTypeID:9, 洗澡, 1.27, 2016-4-2 0:21:26, zc, CardID:0
2016-04-03 00:21:46.8281|INFO|AALifeWeb_SyncItemList| UserID:14753 | ItemAppID:1544 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:1544, CategoryTypeID:12, 傲慢与偏见（Kindle电子版）, 1.99, 2016-4-2 0:21:31, zc, CardID:0
2016-04-03 01:21:39.1623|INFO|AALifeWeb_SyncItemList| UserID:24499 | ItemAppID:14 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:14, CategoryTypeID:9, 借给王霞, 111.0, 2016-3-18 14:39:36, jc, CardID:0
2016-04-03 01:21:39.5061|INFO|AALifeWeb_SyncItemList| UserID:24499 | ItemAppID:15 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:15, CategoryTypeID:7, 手机维修充电接口, 30.0, 2016-3-18 15:10:29, sr, CardID:0
2016-04-03 01:21:39.7717|INFO|AALifeWeb_SyncItemList| UserID:24499 | ItemAppID:16 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:16, CategoryTypeID:7, 手机维修充电接口, 29.0, 2016-3-18 17:06:51, sr, CardID:0
2016-04-03 01:21:40.0685|INFO|AALifeWeb_SyncItemList| UserID:24499 | ItemAppID:17 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:17, CategoryTypeID:7, 下载音乐, 8.0, 2016-3-18 17:59:45, sr, CardID:0
2016-04-03 01:21:40.3967|INFO|AALifeWeb_SyncItemList| UserID:24499 | ItemAppID:18 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:18, CategoryTypeID:7, 充电器, 20.0, 2016-3-18 18:00:08, sr, CardID:0
2016-04-03 01:21:40.6779|INFO|AALifeWeb_SyncItemList| UserID:24499 | ItemAppID:19 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:19, CategoryTypeID:7, 下载mv, 10.0, 2016-3-18 20:05:14, sr, CardID:0
2016-04-03 01:21:40.9592|INFO|AALifeWeb_SyncItemList| UserID:24499 | ItemAppID:20 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:20, CategoryTypeID:7, 手机膜, 7.0, 2016-3-18 20:05:53, sr, CardID:0
2016-04-03 01:21:41.2404|INFO|AALifeWeb_SyncItemList| UserID:24499 | ItemAppID:21 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:21, CategoryTypeID:7, 下载电视, 6.0, 2016-3-18 21:06:17, sr, CardID:0
2016-04-03 01:21:41.5373|INFO|AALifeWeb_SyncItemList| UserID:24499 | ItemAppID:22 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:22, CategoryTypeID:4, 水, 6.0, 2016-3-19 0:11:39, zc, CardID:0
2016-04-03 01:21:41.8185|INFO|AALifeWeb_SyncItemList| UserID:24499 | ItemAppID:23 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:23, CategoryTypeID:10, 游戏, 50.0, 2016-3-19 0:12:11, zc, CardID:0
2016-04-03 01:21:42.0998|INFO|AALifeWeb_SyncItemList| UserID:24499 | ItemAppID:24 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:24, CategoryTypeID:2, 早餐, 5.0, 2016-3-19 12:48:10, zc, CardID:0
2016-04-03 01:21:42.3967|INFO|AALifeWeb_SyncItemList| UserID:24499 | ItemAppID:25 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:25, CategoryTypeID:2, 请王鑫吃粉, 8.0, 2016-3-19 12:48:33, zc, CardID:0
2016-04-03 01:21:42.6623|INFO|AALifeWeb_SyncItemList| UserID:24499 | ItemAppID:26 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:26, CategoryTypeID:6, 王鑫借, 200.0, 2016-3-19 12:49:58, jc, CardID:0
2016-04-03 01:21:42.9748|INFO|AALifeWeb_SyncItemList| UserID:24499 | ItemAppID:27 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:27, CategoryTypeID:9, 去仁怀王鑫和我的车费, 100.0, 2016-3-19 15:23:14, zc, CardID:0
2016-04-03 01:21:43.1779|INFO|AALifeWeb_SyncItemList| UserID:24499 | ItemAppID:28 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:28, CategoryTypeID:7, 退回手机一台, 100.0, 2016-3-20 19:36:38, zc, CardID:0
2016-04-03 01:21:43.4123|INFO|AALifeWeb_SyncItemList| UserID:24499 | ItemAppID:29 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:29, CategoryTypeID:7, 手机耳机, 8.0, 2016-3-20 19:37:16, sr, CardID:0
2016-04-03 01:21:43.7560|INFO|AALifeWeb_SyncItemList| UserID:24499 | ItemAppID:30 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:30, CategoryTypeID:7, 下载电视, 5.0, 2016-3-20 19:37:35, sr, CardID:0
2016-04-03 01:21:44.0373|INFO|AALifeWeb_SyncItemList| UserID:24499 | ItemAppID:31 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:31, CategoryTypeID:9, 王鑫还, 200.0, 2016-3-20 19:38:10, hr, CardID:0
2016-04-03 01:21:44.2560|INFO|AALifeWeb_SyncItemList| UserID:24499 | ItemAppID:32 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:32, CategoryTypeID:9, 仁怀回来车费, 40.0, 2016-3-20 19:40:07, zc, CardID:0
2016-04-03 01:21:44.4748|INFO|AALifeWeb_SyncItemList| UserID:24499 | ItemAppID:33 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:33, CategoryTypeID:7, 蓝牙耳机, 27.0, 2016-3-20 20:47:49, sr, CardID:0
2016-04-03 01:21:44.8029|INFO|AALifeWeb_SyncItemList| UserID:24499 | ItemAppID:34 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:34, CategoryTypeID:2, 粥包子, 4.0, 2016-3-20 23:10:43, zc, CardID:0
2016-04-03 01:21:45.0998|INFO|AALifeWeb_SyncItemList| UserID:24499 | ItemAppID:35 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:35, CategoryTypeID:7, 调试手机, 5.0, 2016-3-20 23:14:25, sr, CardID:0
2016-04-03 01:21:45.4279|INFO|AALifeWeb_SyncItemList| UserID:24499 | ItemAppID:36 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:36, CategoryTypeID:7, 蓝牙耳机, 15.0, 2016-3-20 23:14:57, sr, CardID:0
2016-04-03 01:21:45.6623|INFO|AALifeWeb_SyncItemList| UserID:24499 | ItemAppID:37 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:37, CategoryTypeID:7, 电脑装系统, 30.0, 2016-3-20 23:15:28, sr, CardID:0
2016-04-03 01:21:45.9435|INFO|AALifeWeb_SyncItemList| UserID:24499 | ItemAppID:38 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:38, CategoryTypeID:7, 手机配件进货, 185.0, 2016-3-21 11:36:35, zc, CardID:0
2016-04-03 01:21:46.2091|INFO|AALifeWeb_SyncItemList| UserID:24499 | ItemAppID:39 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:39, CategoryTypeID:2, 面包饼, 8.0, 2016-3-21 13:51:07, zc, CardID:0
2016-04-03 01:21:46.4591|INFO|AALifeWeb_SyncItemList| UserID:24499 | ItemAppID:40 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:40, CategoryTypeID:3, 饮料, 4.0, 2016-3-21 13:52:50, zc, CardID:0
2016-04-03 01:21:46.6779|INFO|AALifeWeb_SyncItemList| UserID:24499 | ItemAppID:41 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:41, CategoryTypeID:7, 手机维修充电接口八七店, 19.0, 2016-3-21 14:38:22, sr, CardID:0
2016-04-03 01:21:46.9279|INFO|AALifeWeb_SyncItemList| UserID:24499 | ItemAppID:42 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:42, CategoryTypeID:7, 出售二手手机八七店, 70.0, 2016-3-21 16:23:57, sr, CardID:0
2016-04-03 01:21:47.1935|INFO|AALifeWeb_SyncItemList| UserID:24499 | ItemAppID:43 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:43, CategoryTypeID:7, 手机维修充电接口八七店, 30.0, 2016-3-21 17:19:56, sr, CardID:0
