2016-04-23 00:04:33.1102|INFO|AALifeWeb_SyncItemList| UserID:24022 | ItemAppID:201 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:201, CategoryTypeID:2, 午饭, 19.5, 2016-4-22 16:13:55, zc, CardID:0
2016-04-23 00:05:47.7664|INFO|AALifeWeb_SyncItemList| UserID:24022 | ItemAppID:202 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:202, CategoryTypeID:12, 3学月工资, 6700.0, 2016-4-23 0:05:42, sr, CardID:0
2016-04-23 00:18:31.8758|INFO|AALifeWeb_SyncItemList| UserID:15379 | ItemAppID:159 | ItemWebID:0 | ItemInfo -> ItemID:436351, ItemAppID:159, CategoryTypeID:2, 早餐, 7.5, 2016-4-22 9:02:47, zc, CardID:0
2016-04-23 00:18:32.3758|INFO|AALifeWeb_SyncItemList| UserID:15379 | ItemAppID:160 | ItemWebID:0 | ItemInfo -> ItemID:436352, ItemAppID:160, CategoryTypeID:14, 奔腾B30加油, 210.0, 2016-4-22 9:03:04, zc, CardID:0
2016-04-23 00:18:32.8914|INFO|AALifeWeb_SyncItemList| UserID:15379 | ItemAppID:161 | ItemWebID:0 | ItemInfo -> ItemID:436353, ItemAppID:161, CategoryTypeID:6, 苏打水，肉, 289.1, 2016-4-22 20:21:31, zc, CardID:0
2016-04-23 01:16:12.9308|INFO|AALifeWeb_SyncItemList| UserID:23610 | ItemAppID:199 | ItemWebID:0 | ItemInfo -> ItemID:760519, ItemAppID:199, CategoryTypeID:12, 眼霜+爽肤水, 50.0, 2016-4-22 2:15:56, sr, CardID:0
2016-04-23 01:16:13.6964|INFO|AALifeWeb_SyncItemList| UserID:23610 | ItemAppID:200 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:200, CategoryTypeID:2, 晚餐, 18.0, 2016-4-23 1:15:35, zc, CardID:0
2016-04-23 01:16:14.0714|INFO|AALifeWeb_SyncItemList| UserID:23610 | ItemAppID:201 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:201, CategoryTypeID:10, 洗头费, 60.0, 2016-4-23 1:15:50, zc, CardID:0
2016-04-23 02:16:14.2840|INFO|AALifeWeb_SyncItemList| UserID:21055 | ItemAppID:584 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:584, CategoryTypeID:2, kookee with 慧, 42.0, 2016-4-20 3:23:21, zc, CardID:0
2016-04-23 02:16:14.4715|INFO|AALifeWeb_SyncItemList| UserID:21055 | ItemAppID:585 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:585, CategoryTypeID:20, 天津高铁（一等座￥65.5）*2, 131.0, 2016-4-21 0:40:54, zc, CardID:0
2016-04-23 02:16:14.5965|INFO|AALifeWeb_SyncItemList| UserID:21055 | ItemAppID:586 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:586, CategoryTypeID:20, taxi天津*4, 32.4, 2016-4-22 1:28:38, zc, CardID:0
2016-04-23 02:16:14.7371|INFO|AALifeWeb_SyncItemList| UserID:21055 | ItemAppID:587 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:587, CategoryTypeID:44, 星巴克*2, 64.0, 2016-4-22 1:28:55, zc, CardID:0
2016-04-23 02:16:14.8621|INFO|AALifeWeb_SyncItemList| UserID:21055 | ItemAppID:588 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:588, CategoryTypeID:20, 天津高铁（一等座￥65.5）*4, 262.0, 2016-4-22 1:29:55, zc, CardID:0
2016-04-23 02:19:54.0184|INFO|AALifeWeb_SyncItemList| UserID:21055 | ItemAppID:589 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:589, CategoryTypeID:2, 吉祥馄饨*2, 25.0, 2016-4-22 2:16:42, zc, CardID:0
2016-04-23 02:19:54.1590|INFO|AALifeWeb_SyncItemList| UserID:21055 | ItemAppID:590 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:590, CategoryTypeID:6, tb 手机壳, 9.84, 2016-4-23 2:19:48, zc, CardID:0
2016-04-23 03:03:37.8934|INFO|AALifeWeb_SyncItemList| UserID:23610 | ItemAppID:202 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:202, CategoryTypeID:9, 房租, 500.0, 2016-4-23 3:03:09, zc, CardID:0
2016-04-23 03:04:34.6590|INFO|AALifeWeb_SyncItemList| UserID:23022 | ItemAppID:330 | ItemWebID:0 | ItemInfo -> ItemID:741286, ItemAppID:330, CategoryTypeID:6, 团购+外卖+菜市, 19.8, 2016-3-31 21:32:08, zc, CardID:0
2016-04-23 03:04:35.4559|INFO|AALifeWeb_SyncItemList| UserID:23022 | ItemAppID:339 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:339, CategoryTypeID:6, 南百肖玉玲, 26.7, 2016-4-5 1:06:17, zc, CardID:0
2016-04-23 03:04:35.8465|INFO|AALifeWeb_SyncItemList| UserID:23022 | ItemAppID:340 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:340, CategoryTypeID:6, 外卖, 24.0, 2016-4-4 17:31:44, zc, CardID:0
2016-04-23 03:04:36.2684|INFO|AALifeWeb_SyncItemList| UserID:23022 | ItemAppID:341 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:341, CategoryTypeID:6, 超市, 46.0, 2016-4-6 21:32:52, zc, CardID:0
2016-04-23 03:04:36.5965|INFO|AALifeWeb_SyncItemList| UserID:23022 | ItemAppID:342 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:342, CategoryTypeID:6, 外卖+团购, 29.4, 2016-4-7 21:33:48, zc, CardID:0
2016-04-23 03:04:36.9871|INFO|AALifeWeb_SyncItemList| UserID:23022 | ItemAppID:343 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:343, CategoryTypeID:6, 菜市, 25.5, 2016-4-8 1:42:52, zc, CardID:0
2016-04-23 03:04:37.3152|INFO|AALifeWeb_SyncItemList| UserID:23022 | ItemAppID:344 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:344, CategoryTypeID:6, 外卖, 37.0, 2016-4-9 2:23:31, zc, CardID:0
2016-04-23 03:04:37.6434|INFO|AALifeWeb_SyncItemList| UserID:23022 | ItemAppID:345 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:345, CategoryTypeID:7, 生辉倒米收银, 38.28, 2016-4-10 1:22:23, zc, CardID:0
2016-04-23 03:04:38.0496|INFO|AALifeWeb_SyncItemList| UserID:23022 | ItemAppID:346 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:346, CategoryTypeID:6, 修车+买水, 78.0, 2016-4-9 1:23:50, zc, CardID:0
2016-04-23 03:04:38.5809|INFO|AALifeWeb_SyncItemList| UserID:23022 | ItemAppID:347 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:347, CategoryTypeID:6, 南百倒米收银, 60.5, 2016-4-13 17:56:14, zc, CardID:0
2016-04-23 03:04:38.9090|INFO|AALifeWeb_SyncItemList| UserID:23022 | ItemAppID:348 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:348, CategoryTypeID:6, 外卖螺蛳粉, 13.5, 2016-4-11 17:59:32, zc, CardID:0
2016-04-23 03:04:39.2371|INFO|AALifeWeb_SyncItemList| UserID:23022 | ItemAppID:349 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:349, CategoryTypeID:6, 南百倒米收银蓝燕超, 33.7, 2016-4-11 18:00:23, zc, CardID:0
