2016-04-15 00:08:03.6415|INFO|AALifeWeb_SyncItemList| UserID:24948 | ItemAppID:3 | ItemWebID:0 | ItemInfo -> ItemID:746608, ItemAppID:3, CategoryTypeID:1, 早饭, 2.2, 2016-4-1 23:55:47, zc, CardID:0
2016-04-15 00:08:04.0165|INFO|AALifeWeb_SyncItemList| UserID:24948 | ItemAppID:4 | ItemWebID:0 | ItemInfo -> ItemID:746609, ItemAppID:4, CategoryTypeID:1, 午饭, 5.7, 2016-4-1 23:56:00, zc, CardID:0
2016-04-15 00:08:04.5008|INFO|AALifeWeb_SyncItemList| UserID:24948 | ItemAppID:6 | ItemWebID:0 | ItemInfo -> ItemID:746611, ItemAppID:6, CategoryTypeID:1, 晚饭炸串, 10.0, 2016-4-1 23:56:30, zc, CardID:0
2016-04-15 00:08:04.8290|INFO|AALifeWeb_SyncItemList| UserID:24948 | ItemAppID:24 | ItemWebID:0 | ItemInfo -> ItemID:746629, ItemAppID:24, CategoryTypeID:6, 火锅, 7.8, 2016-4-4 23:54:53, zc, CardID:0
2016-04-15 00:08:05.2508|INFO|AALifeWeb_SyncItemList| UserID:24948 | ItemAppID:29 | ItemWebID:0 | ItemInfo -> ItemID:746634, ItemAppID:29, CategoryTypeID:1, 早饭, 1.8, 2016-4-5 23:54:44, zc, CardID:0
2016-04-15 00:08:05.5790|INFO|AALifeWeb_SyncItemList| UserID:24948 | ItemAppID:33 | ItemWebID:0 | ItemInfo -> ItemID:746638, ItemAppID:33, CategoryTypeID:12, 牛奶条, 12.9, 2016-4-6 0:06:08, zc, CardID:0
2016-04-15 00:08:05.8915|INFO|AALifeWeb_SyncItemList| UserID:24948 | ItemAppID:34 | ItemWebID:0 | ItemInfo -> ItemID:746639, ItemAppID:34, CategoryTypeID:12, 鲜花饼, 18.73, 2016-4-6 0:06:03, zc, CardID:0
2016-04-15 00:08:06.2196|INFO|AALifeWeb_SyncItemList| UserID:24948 | ItemAppID:35 | ItemWebID:0 | ItemInfo -> ItemID:746640, ItemAppID:35, CategoryTypeID:1, 早饭, 2.0, 2016-4-7 16:30:25, zc, CardID:0
2016-04-15 00:08:06.5477|INFO|AALifeWeb_SyncItemList| UserID:24948 | ItemAppID:36 | ItemWebID:0 | ItemInfo -> ItemID:746641, ItemAppID:36, CategoryTypeID:1, 午饭, 6.4, 2016-4-7 16:30:49, zc, CardID:0
2016-04-15 00:08:06.9071|INFO|AALifeWeb_SyncItemList| UserID:24948 | ItemAppID:37 | ItemWebID:0 | ItemInfo -> ItemID:746642, ItemAppID:37, CategoryTypeID:1, 晚饭, 11.0, 2016-4-7 16:31:03, zc, CardID:0
2016-04-15 00:08:07.3290|INFO|AALifeWeb_SyncItemList| UserID:24948 | ItemAppID:38 | ItemWebID:0 | ItemInfo -> ItemID:746643, ItemAppID:38, CategoryTypeID:8, 围巾, 5.5, 2016-4-7 16:31:40, zc, CardID:0
2016-04-15 00:08:07.7040|INFO|AALifeWeb_SyncItemList| UserID:24948 | ItemAppID:39 | ItemWebID:0 | ItemInfo -> ItemID:746644, ItemAppID:39, CategoryTypeID:4, 零食, 7.0, 2016-4-7 0:03:32, zc, CardID:0
2016-04-15 00:08:08.1415|INFO|AALifeWeb_SyncItemList| UserID:24948 | ItemAppID:40 | ItemWebID:0 | ItemInfo -> ItemID:746645, ItemAppID:40, CategoryTypeID:1, 早饭, 1.7, 2016-4-8 16:32:22, zc, CardID:0
2016-04-15 00:08:08.4696|INFO|AALifeWeb_SyncItemList| UserID:24948 | ItemAppID:41 | ItemWebID:0 | ItemInfo -> ItemID:746646, ItemAppID:41, CategoryTypeID:1, 午饭, 7.0, 2016-4-8 16:32:35, zc, CardID:0
2016-04-15 00:08:08.8133|INFO|AALifeWeb_SyncItemList| UserID:24948 | ItemAppID:42 | ItemWebID:0 | ItemInfo -> ItemID:746647, ItemAppID:42, CategoryTypeID:2, 晚上奖学金请吃饭, 100.0, 2016-4-8 6:43:44, zc, CardID:0
2016-04-15 00:08:09.0946|INFO|AALifeWeb_SyncItemList| UserID:24948 | ItemAppID:43 | ItemWebID:0 | ItemInfo -> ItemID:746648, ItemAppID:43, CategoryTypeID:4, 双皮奶, 5.0, 2016-4-8 16:33:20, zc, CardID:0
2016-04-15 00:08:09.4383|INFO|AALifeWeb_SyncItemList| UserID:24948 | ItemAppID:44 | ItemWebID:0 | ItemInfo -> ItemID:746649, ItemAppID:44, CategoryTypeID:1, 早午饭, 4.0, 2016-4-9 16:33:36, zc, CardID:0
2016-04-15 00:08:09.7508|INFO|AALifeWeb_SyncItemList| UserID:24948 | ItemAppID:45 | ItemWebID:0 | ItemInfo -> ItemID:746650, ItemAppID:45, CategoryTypeID:4, 炒酸奶, 5.0, 2016-4-9 16:33:48, zc, CardID:0
2016-04-15 00:08:10.0790|INFO|AALifeWeb_SyncItemList| UserID:24948 | ItemAppID:46 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:46, CategoryTypeID:1, 晚饭, 6.5, 2016-4-9 19:59:32, zc, CardID:0
2016-04-15 00:08:10.3290|INFO|AALifeWeb_SyncItemList| UserID:24948 | ItemAppID:47 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:47, CategoryTypeID:4, 奥利奥, 6.0, 2016-4-9 19:59:40, zc, CardID:0
2016-04-15 00:08:10.6102|INFO|AALifeWeb_SyncItemList| UserID:24948 | ItemAppID:48 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:48, CategoryTypeID:7, 数据线保护线, 5.8, 2016-4-9 21:01:19, zc, CardID:0
2016-04-15 00:08:10.9071|INFO|AALifeWeb_SyncItemList| UserID:24948 | ItemAppID:49 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:49, CategoryTypeID:1, 早饭, 1.8, 2016-4-10 12:13:13, zc, CardID:0
2016-04-15 00:08:11.2508|INFO|AALifeWeb_SyncItemList| UserID:24948 | ItemAppID:50 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:50, CategoryTypeID:1, 午饭, 6.0, 2016-4-10 12:13:20, zc, CardID:0
2016-04-15 00:08:11.5633|INFO|AALifeWeb_SyncItemList| UserID:24948 | ItemAppID:56 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:56, CategoryTypeID:5, 哈密瓜, 2.5, 2016-4-10 15:50:35, zc, CardID:0
2016-04-15 00:08:11.8602|INFO|AALifeWeb_SyncItemList| UserID:24948 | ItemAppID:57 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:57, CategoryTypeID:4, 圣代, 4.0, 2016-4-10 15:50:54, zc, CardID:0
2016-04-15 00:08:12.1571|INFO|AALifeWeb_SyncItemList| UserID:24948 | ItemAppID:58 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:58, CategoryTypeID:1, 火腿肠, 2.0, 2016-4-10 23:05:05, zc, CardID:0
2016-04-15 00:08:12.5633|INFO|AALifeWeb_SyncItemList| UserID:24948 | ItemAppID:59 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:59, CategoryTypeID:1, 早饭, 1.5, 2016-4-11 10:08:00, zc, CardID:0
2016-04-15 00:08:12.9383|INFO|AALifeWeb_SyncItemList| UserID:24948 | ItemAppID:60 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:60, CategoryTypeID:1, 午饭我董硕小高, 24.0, 2016-4-11 13:59:25, zc, CardID:0
2016-04-15 00:08:13.2821|INFO|AALifeWeb_SyncItemList| UserID:24948 | ItemAppID:61 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:61, CategoryTypeID:1, 早饭, 2.2, 2016-4-12 7:13:39, zc, CardID:0
2016-04-15 00:08:13.7977|INFO|AALifeWeb_SyncItemList| UserID:24948 | ItemAppID:62 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:62, CategoryTypeID:1, 午饭, 6.2, 2016-4-12 13:59:04, zc, CardID:0
2016-04-15 00:08:14.0790|INFO|AALifeWeb_SyncItemList| UserID:24948 | ItemAppID:63 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:63, CategoryTypeID:1, 早饭, 1.5, 2016-4-13 7:58:49, zc, CardID:0
2016-04-15 00:08:14.4071|INFO|AALifeWeb_SyncItemList| UserID:24948 | ItemAppID:64 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:64, CategoryTypeID:1, 午饭, 5.0, 2016-4-13 16:58:23, zc, CardID:0
2016-04-15 00:08:14.7665|INFO|AALifeWeb_SyncItemList| UserID:24948 | ItemAppID:65 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:65, CategoryTypeID:1, 晚饭, 7.5, 2016-4-13 18:28:13, zc, CardID:0
2016-04-15 00:08:15.0477|INFO|AALifeWeb_SyncItemList| UserID:24948 | ItemAppID:66 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:66, CategoryTypeID:3, 会计书, 35.25, 2016-4-13 19:21:52, zc, CardID:0
2016-04-15 00:08:15.2665|INFO|AALifeWeb_SyncItemList| UserID:24948 | ItemAppID:67 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:67, CategoryTypeID:6, 水卡, 40.0, 2016-4-13 19:22:06, zc, CardID:0
2016-04-15 00:08:15.5946|INFO|AALifeWeb_SyncItemList| UserID:24948 | ItemAppID:68 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:68, CategoryTypeID:1, 早饭, 1.5, 2016-4-14 18:02:57, zc, CardID:0
2016-04-15 00:08:15.8915|INFO|AALifeWeb_SyncItemList| UserID:24948 | ItemAppID:69 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:69, CategoryTypeID:1, 午饭, 4.0, 2016-4-14 18:03:06, zc, CardID:0
2016-04-15 00:08:16.2508|INFO|AALifeWeb_SyncItemList| UserID:24948 | ItemAppID:70 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:70, CategoryTypeID:5, 水果, 11.5, 2016-4-14 23:58:11, zc, CardID:0
