2016-09-08 00:14:34.4680|INFO|AALifeWeb_SyncItemList| UserID:16245 | ItemAppID:674 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:674, CategoryTypeID:12, 早饭, 34.0, 2016-9-7 21:10:08, zc, CardID:10
2016-09-08 00:14:34.7024|INFO|AALifeWeb_SyncItemList| UserID:16245 | ItemAppID:675 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:675, CategoryTypeID:32, 水, 12.0, 2016-9-7 21:10:28, zc, CardID:10
2016-09-08 00:14:35.1868|INFO|AALifeWeb_SyncItemList| UserID:16245 | ItemAppID:676 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:676, CategoryTypeID:32, 购物, 16.5, 2016-9-7 0:00:06, zc, CardID:10
2016-09-08 00:14:35.4055|INFO|AALifeWeb_SyncItemList| UserID:16245 | ItemAppID:677 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:677, CategoryTypeID:32, 话费, 9.0, 2016-9-7 0:01:24, zc, CardID:10
2016-09-08 00:14:35.8118|INFO|AALifeWeb_SyncItemList| UserID:16245 | ItemAppID:678 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:678, CategoryTypeID:18, 日用品, 233.0, 2016-9-8 0:07:47, zc, CardID:10
2016-09-08 00:14:36.3274|INFO|AALifeWeb_SyncItemList| UserID:16245 | ItemAppID:679 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:679, CategoryTypeID:18, 小甘, 198.0, 2016-9-8 0:09:57, zc, CardID:10
2016-09-08 00:14:36.6087|INFO|AALifeWeb_SyncItemList| UserID:16245 | ItemAppID:680 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:680, CategoryTypeID:18, 康康, 137.0, 2016-8-3 0:12:09, zc, CardID:10
2016-09-08 00:16:41.0305|INFO|AALifeWeb_SyncLoginQQNew| UserInfo -> UserID:0, ***, sjqq18914, 想守護の丶有些沉重__﹏, http://q.qlogo.cn/qqapp/100761541/2D6CA6401295B5B1DB72F09EF62557E5/100, 5.6.5_web, IsUpdate:1
2016-09-08 00:16:41.0305|INFO|AALifeWeb_SyncLoginQQNew| OAuthInfo -> OAuthID:0, 2D6CA6401295B5B1DB72F09EF62557E5, 80861263F92D4753BEBA93A63E6957BC, UserID:0, OldUserID:0, sjqq
2016-09-08 00:16:46.3430|INFO|AALifeWeb_SyncItemList| UserID:27101 | ItemAppID:1 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:1, CategoryTypeID:6, 沐浴露，洗发水，洗衣皂，护发素, 83.0, 2016-9-3 22:53:11, zc, CardID:0
2016-09-08 00:16:46.6712|INFO|AALifeWeb_SyncItemList| UserID:27101 | ItemAppID:2 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:2, CategoryTypeID:9, 洗裤子, 3.0, 2016-9-4 17:03:37, zc, CardID:0
2016-09-08 00:16:46.9993|INFO|AALifeWeb_SyncItemList| UserID:27101 | ItemAppID:3 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:3, CategoryTypeID:9, 洗裤子, 3.0, 2016-9-5 17:03:37, zc, CardID:0
2016-09-08 00:16:47.4524|INFO|AALifeWeb_SyncItemList| UserID:27101 | ItemAppID:4 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:4, CategoryTypeID:9, 洗裤子, 3.0, 2016-9-6 17:03:37, zc, CardID:0
2016-09-08 00:16:47.9993|INFO|AALifeWeb_SyncItemList| UserID:27101 | ItemAppID:5 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:5, CategoryTypeID:9, 洗裤子, 3.0, 2016-9-7 17:03:37, zc, CardID:0
2016-09-08 00:16:48.3430|INFO|AALifeWeb_SyncItemList| UserID:27101 | ItemAppID:6 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:6, CategoryTypeID:9, 洗裤子, 3.0, 2016-9-8 17:03:37, zc, CardID:0
2016-09-08 00:16:48.6712|INFO|AALifeWeb_SyncItemList| UserID:27101 | ItemAppID:7 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:7, CategoryTypeID:9, 洗裤子, 3.0, 2016-9-9 17:03:37, zc, CardID:0
2016-09-08 00:16:49.0149|INFO|AALifeWeb_SyncItemList| UserID:27101 | ItemAppID:8 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:8, CategoryTypeID:9, 洗裤子, 3.0, 2016-9-10 17:03:37, zc, CardID:0
2016-09-08 00:16:49.4524|INFO|AALifeWeb_SyncItemList| UserID:27101 | ItemAppID:9 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:9, CategoryTypeID:9, 洗裤子, 3.0, 2016-9-11 17:03:37, zc, CardID:0
2016-09-08 00:16:49.9055|INFO|AALifeWeb_SyncItemList| UserID:27101 | ItemAppID:10 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:10, CategoryTypeID:9, 洗裤子, 3.0, 2016-9-12 17:03:37, zc, CardID:0
2016-09-08 00:16:50.2805|INFO|AALifeWeb_SyncItemList| UserID:27101 | ItemAppID:11 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:11, CategoryTypeID:9, 洗裤子, 3.0, 2016-9-13 17:03:37, zc, CardID:0
2016-09-08 00:16:50.5774|INFO|AALifeWeb_SyncItemList| UserID:27101 | ItemAppID:12 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:12, CategoryTypeID:9, 洗裤子, 3.0, 2016-9-14 17:03:37, zc, CardID:0
2016-09-08 00:16:50.8899|INFO|AALifeWeb_SyncItemList| UserID:27101 | ItemAppID:13 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:13, CategoryTypeID:9, 洗裤子, 3.0, 2016-9-15 17:03:37, zc, CardID:0
2016-09-08 00:16:51.3587|INFO|AALifeWeb_SyncItemList| UserID:27101 | ItemAppID:14 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:14, CategoryTypeID:9, 洗裤子, 3.0, 2016-9-16 17:03:37, zc, CardID:0
2016-09-08 00:16:51.8587|INFO|AALifeWeb_SyncItemList| UserID:27101 | ItemAppID:15 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:15, CategoryTypeID:9, 洗裤子, 3.0, 2016-9-17 17:03:37, zc, CardID:0
2016-09-08 00:16:52.1868|INFO|AALifeWeb_SyncItemList| UserID:27101 | ItemAppID:16 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:16, CategoryTypeID:9, 洗裤子, 3.0, 2016-9-18 17:03:37, zc, CardID:0
