2016-04-27 00:06:37.4298|INFO|AALifeWeb_SyncItemList| UserID:20684 | ItemAppID:650 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:650, CategoryTypeID:22, 淘宝，烟盒, 38.9, 2016-4-27 0:06:34, zc, CardID:0
2016-04-27 00:08:30.6954|INFO|AALifeWeb_SyncItemListWebBack| Success:True | ItemID:True | ItemAppID:563793
2016-04-27 00:08:31.0236|INFO|AALifeWeb_SyncItemListWebBack| Success:True | ItemID:True | ItemAppID:563794
2016-04-27 00:08:31.2736|INFO|AALifeWeb_SyncItemListWebBack| Success:True | ItemID:True | ItemAppID:563796
2016-04-27 00:08:31.6017|INFO|AALifeWeb_SyncItemListWebBack| Success:True | ItemID:True | ItemAppID:563797
2016-04-27 00:08:31.8517|INFO|AALifeWeb_SyncItemListWebBack| Success:True | ItemID:True | ItemAppID:563798
2016-04-27 00:08:32.2267|INFO|AALifeWeb_SyncItemListWebBack| Success:True | ItemID:True | ItemAppID:567887
2016-04-27 00:08:32.5704|INFO|AALifeWeb_SyncItemListWebBack| Success:True | ItemID:True | ItemAppID:567888
2016-04-27 00:08:32.9454|INFO|AALifeWeb_SyncItemListWebBack| Success:True | ItemID:True | ItemAppID:567889
2016-04-27 00:08:33.2736|INFO|AALifeWeb_SyncItemListWebBack| Success:True | ItemID:True | ItemAppID:567890
2016-04-27 00:08:33.5236|INFO|AALifeWeb_SyncItemListWebBack| Success:True | ItemID:True | ItemAppID:567891
2016-04-27 00:08:33.8517|INFO|AALifeWeb_SyncItemListWebBack| Success:True | ItemID:True | ItemAppID:567892
2016-04-27 00:08:34.1017|INFO|AALifeWeb_SyncItemListWebBack| Success:True | ItemID:True | ItemAppID:567893
2016-04-27 00:08:34.4142|INFO|AALifeWeb_SyncItemListWebBack| Success:True | ItemID:True | ItemAppID:570581
2016-04-27 00:08:34.6486|INFO|AALifeWeb_SyncItemListWebBack| Success:True | ItemID:True | ItemAppID:570582
2016-04-27 00:08:34.9298|INFO|AALifeWeb_SyncItemListWebBack| Success:True | ItemID:True | ItemAppID:583782
2016-04-27 00:08:35.1486|INFO|AALifeWeb_SyncItemListWebBack| Success:True | ItemID:True | ItemAppID:583783
2016-04-27 00:08:35.4611|INFO|AALifeWeb_SyncItemListWebBack| Success:True | ItemID:True | ItemAppID:583784
2016-04-27 00:08:35.7423|INFO|AALifeWeb_SyncItemListWebBack| Success:True | ItemID:True | ItemAppID:583785
2016-04-27 00:08:35.9767|INFO|AALifeWeb_SyncItemListWebBack| Success:True | ItemID:True | ItemAppID:583786
2016-04-27 00:08:36.2267|INFO|AALifeWeb_SyncItemListWebBack| Success:True | ItemID:True | ItemAppID:583787
2016-04-27 00:08:36.5704|INFO|AALifeWeb_SyncItemListWebBack| Success:True | ItemID:True | ItemAppID:583788
2016-04-27 00:08:36.8048|INFO|AALifeWeb_SyncItemListWebBack| Success:True | ItemID:True | ItemAppID:583789
2016-04-27 00:08:37.0704|INFO|AALifeWeb_SyncItemListWebBack| Success:True | ItemID:True | ItemAppID:583790
2016-04-27 00:08:37.3048|INFO|AALifeWeb_SyncItemListWebBack| Success:True | ItemID:True | ItemAppID:583791
2016-04-27 00:08:37.5548|INFO|AALifeWeb_SyncItemListWebBack| Success:True | ItemID:True | ItemAppID:583792
2016-04-27 00:08:37.8986|INFO|AALifeWeb_SyncItemListWebBack| Success:True | ItemID:True | ItemAppID:583793
2016-04-27 00:08:38.1486|INFO|AALifeWeb_SyncItemListWebBack| Success:True | ItemID:True | ItemAppID:583794
2016-04-27 00:08:38.3986|INFO|AALifeWeb_SyncItemListWebBack| Success:True | ItemID:True | ItemAppID:583795
2016-04-27 00:08:38.7267|INFO|AALifeWeb_SyncItemListWebBack| Success:True | ItemID:True | ItemAppID:583796
2016-04-27 00:08:38.9611|INFO|AALifeWeb_SyncItemListWebBack| Success:True | ItemID:True | ItemAppID:583797
2016-04-27 00:08:39.2736|INFO|AALifeWeb_SyncItemListWebBack| Success:True | ItemID:True | ItemAppID:583798
2016-04-27 00:08:39.5236|INFO|AALifeWeb_SyncItemListWebBack| Success:True | ItemID:True | ItemAppID:583799
2016-04-27 00:08:39.7423|INFO|AALifeWeb_SyncItemListWebBack| Success:True | ItemID:True | ItemAppID:583800
2016-04-27 00:08:39.9923|INFO|AALifeWeb_SyncItemListWebBack| Success:True | ItemID:True | ItemAppID:583801
2016-04-27 00:08:40.2267|INFO|AALifeWeb_SyncItemListWebBack| Success:True | ItemID:True | ItemAppID:583802
2016-04-27 00:08:40.5079|INFO|AALifeWeb_SyncItemListWebBack| Success:True | ItemID:True | ItemAppID:583803
2016-04-27 00:08:40.7423|INFO|AALifeWeb_SyncItemListWebBack| Success:True | ItemID:True | ItemAppID:583804
2016-04-27 00:08:40.9923|INFO|AALifeWeb_SyncItemListWebBack| Success:True | ItemID:True | ItemAppID:583805
2016-04-27 00:08:41.2736|INFO|AALifeWeb_SyncItemListWebBack| Success:True | ItemID:True | ItemAppID:583806
2016-04-27 00:08:41.5392|INFO|AALifeWeb_SyncItemListWebBack| Success:True | ItemID:True | ItemAppID:583807
2016-04-27 00:08:41.7736|INFO|AALifeWeb_SyncItemListWebBack| Success:True | ItemID:True | ItemAppID:583808
2016-04-27 00:08:42.0548|INFO|AALifeWeb_SyncItemListWebBack| Success:True | ItemID:True | ItemAppID:583809
2016-04-27 00:08:42.2892|INFO|AALifeWeb_SyncItemListWebBack| Success:True | ItemID:True | ItemAppID:583810
2016-04-27 00:08:42.5236|INFO|AALifeWeb_SyncItemListWebBack| Success:True | ItemID:True | ItemAppID:583811
