2016-04-07 01:32:41.4779|INFO|AALifeWeb_SyncItemList| UserID:23610 | ItemAppID:149 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:149, CategoryTypeID:14, 百家乐, 500.0, 2016-4-6 17:38:20, sr, CardID:0
2016-04-07 07:09:33.7906|INFO|AALifeWeb_SyncItemList| UserID:4786 | ItemAppID:556 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:556, CategoryTypeID:13, 火车票, 9.5, 2016-4-7 7:09:30, zc, CardID:0
2016-04-07 07:46:05.3687|INFO|AALifeWeb_SyncItemList| UserID:24538 | ItemAppID:200 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:200, CategoryTypeID:24, 余额宝, 0.04, 2016-4-7 7:45:08, sr, CardID:4
2016-04-07 07:46:05.8531|INFO|AALifeWeb_SyncItemList| UserID:24538 | ItemAppID:201 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:201, CategoryTypeID:12, 2鸡蛋, 3.0, 2016-4-7 7:45:30, zc, CardID:0
2016-04-07 07:46:06.3218|INFO|AALifeWeb_SyncItemList| UserID:24538 | ItemAppID:202 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:202, CategoryTypeID:18, 周雅妤还我钱, 27.0, 2016-4-7 7:46:01, hr, CardID:0
2016-04-07 07:59:53.9156|INFO|AALifeWeb_SyncNewUser| UserInfo -> UserID:0, 祺祺, 祺祺, user.gif, 5.4.0_qt, IsUpdate:1
2016-04-07 08:15:20.1499|INFO|AALifeWeb_SyncLoginQQNew| UserInfo -> UserID:0, sjqq24579, D.℡, http://q.qlogo.cn/qqapp/100761541/055632661AD13C86231511321DBF2B3A/100, sjqq_360, IsUpdate:1
2016-04-07 08:15:20.1499|INFO|AALifeWeb_SyncLoginQQNew| OAuthInfo -> OAuthID:0, 055632661AD13C86231511321DBF2B3A, 177886219A1EA5D3B43F5A173FC33D8B, UserID:0, OldUserID:0, sjqq
2016-04-07 08:39:31.1031|INFO|AALifeWeb_SyncItemList| UserID:14828 | ItemAppID:828 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:828, CategoryTypeID:24, 表姑结婚, 500.0, 2016-4-2 8:01:55, zc, CardID:0
2016-04-07 08:39:34.5562|INFO|AALifeWeb_SyncItemList| UserID:14828 | ItemAppID:829 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:829, CategoryTypeID:9, 墨水, 4.0, 2016-4-7 8:02:49, zc, CardID:0
2016-04-07 08:39:49.3999|INFO|AALifeWeb_SyncItemList| UserID:14828 | ItemAppID:830 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:830, CategoryTypeID:18, 菜, 36.8, 2016-4-7 8:39:05, zc, CardID:0
2016-04-07 09:02:34.5562|INFO|AALifeWeb_SyncItemList| UserID:14637 | ItemAppID:588 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:588, CategoryTypeID:24, 钊哥3月份工资, 4500.0, 2016-4-2 17:36:56, sr, CardID:0
2016-04-07 09:03:23.6499|INFO|AALifeWeb_SyncItemList| UserID:21265 | ItemAppID:164 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:164, CategoryTypeID:1, 早饭, 3.5, 2016-4-7 9:03:19, zc, CardID:0
2016-04-07 09:04:03.4468|INFO|AALifeWeb_SyncItemList| UserID:18811 | ItemAppID:829 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:829, CategoryTypeID:6, 给刘敏买白菜, 6.0, 2016-4-6 9:02:55, zc, CardID:0
2016-04-07 09:04:03.7437|INFO|AALifeWeb_SyncItemList| UserID:18811 | ItemAppID:830 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:830, CategoryTypeID:6, 超市零食, 27.0, 2016-4-6 9:03:22, zc, CardID:0
2016-04-07 09:34:03.7124|INFO|AALifeWeb_SyncItemList| UserID:20100 | ItemAppID:360 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:360, CategoryTypeID:9, 充话费移动, 50.0, 2016-4-7 9:34:02, zc, CardID:12
2016-04-07 09:35:18.3687|INFO|AALifeWeb_SyncItemList| UserID:20100 | ItemAppID:353 | ItemWebID:0 | ItemInfo -> ItemID:742395, ItemAppID:353, CategoryTypeID:9, beikeng, 500.0, 2016-4-5 9:35:12, zc, CardID:4
2016-04-07 09:35:18.7281|INFO|AALifeWeb_SyncItemList| UserID:20100 | ItemAppID:354 | ItemWebID:0 | ItemInfo -> ItemID:742410, ItemAppID:354, CategoryTypeID:9, 其他, 25.0, 2016-4-5 9:34:57, zc, CardID:4
2016-04-07 09:52:05.7124|INFO|AALifeWeb_SyncItemList| UserID:24485 | ItemAppID:71 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:71, CategoryTypeID:6, 抽纸。香飘飘，黑芝麻糊，棉花糖，酸奶, 40.9, 2016-4-6 9:51:31, zc, CardID:0
2016-04-07 09:55:35.8687|INFO|AALifeWeb_SyncItemList| UserID:24538 | ItemAppID:203 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:203, CategoryTypeID:9, 给三哥钱, 1.0, 2016-4-7 9:50:32, zc, CardID:0
2016-04-07 10:19:25.3843|INFO|AALifeWeb_SyncItemList| UserID:18672 | ItemAppID:695 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:695, CategoryTypeID:14, 利息, 0.68, 2016-4-7 10:19:20, sr, CardID:4
2016-04-07 10:20:35.6968|INFO|AALifeWeb_SyncItemList| UserID:18672 | ItemAppID:694 | ItemWebID:0 | ItemInfo -> ItemID:743159, ItemAppID:694, CategoryTypeID:9, 退款返款, 1310.0, 2016-4-6 10:20:09, sr, CardID:4
2016-04-07 10:33:11.2749|INFO|AALifeWeb_SyncItemList| UserID:24463 | ItemAppID:33 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:33, CategoryTypeID:9, 白色鞋, 15.9, 2016-4-7 10:32:37, zc, CardID:0
2016-04-07 10:33:11.6031|INFO|AALifeWeb_SyncItemList| UserID:24463 | ItemAppID:34 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:34, CategoryTypeID:9, 防晒霜, 28.0, 2016-4-7 10:32:49, zc, CardID:0
2016-04-07 10:37:11.8999|INFO|AALifeWeb_SyncLoginQQNew| UserInfo -> UserID:0, sjqq54454, Just one . H, http://q.qlogo.cn/qqapp/100761541/75AB9AEA7977671DDB518C9CE80C15C0/100, sjqq_bd, IsUpdate:1
2016-04-07 10:37:11.8999|INFO|AALifeWeb_SyncLoginQQNew| OAuthInfo -> OAuthID:0, 75AB9AEA7977671DDB518C9CE80C15C0, DD17B31F99962C9F48A008C2BA3784BC, UserID:0, OldUserID:0, sjqq
