2016-04-11 00:14:28.9482|INFO|AALifeWeb_SyncItemList| UserID:24969 | ItemAppID:1 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:1, CategoryTypeID:18, 还带丝, 4.5, 2016-4-10 19:21:51, zc, CardID:0
2016-04-11 00:14:29.1982|INFO|AALifeWeb_SyncItemList| UserID:24969 | ItemAppID:2 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:2, CategoryTypeID:18, 萝卜, 1.5, 2016-4-10 19:21:59, zc, CardID:0
2016-04-11 00:14:29.4951|INFO|AALifeWeb_SyncItemList| UserID:24969 | ItemAppID:3 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:3, CategoryTypeID:20, 特价酸奶吧, 25.0, 2016-4-10 19:23:03, zc, CardID:0
2016-04-11 00:14:29.7451|INFO|AALifeWeb_SyncItemList| UserID:24969 | ItemAppID:4 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:4, CategoryTypeID:18, 干紫菜, 3.0, 2016-4-10 19:23:25, zc, CardID:0
2016-04-11 00:14:30.1670|INFO|AALifeWeb_SyncItemList| UserID:24969 | ItemAppID:5 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:5, CategoryTypeID:4, 凉皮, 6.0, 2016-4-10 19:24:09, zc, CardID:0
2016-04-11 00:14:30.4326|INFO|AALifeWeb_SyncItemList| UserID:24969 | ItemAppID:6 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:6, CategoryTypeID:18, 洋葱, 3.3, 2016-4-10 19:24:19, zc, CardID:0
2016-04-11 01:01:12.0263|INFO|AALifeWeb_SyncItemList| UserID:24485 | ItemAppID:79 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:79, CategoryTypeID:9, 论文查重, 15.0, 2016-4-10 1:01:07, zc, CardID:0
2016-04-11 07:13:38.3231|INFO|AALifeWeb_SyncNewUser| UserInfo -> UserID:0, olga16, olga, user.gif, 5.4.0_360, IsUpdate:1
2016-04-11 07:15:00.6200|INFO|AALifeWeb_SyncItemList| UserID:24974 | ItemAppID:1 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:1, CategoryTypeID:1, 早餐（粥、蛋、水饺）, 6.0, 2016-3-30 20:36:55, zc, CardID:0
2016-04-11 07:15:00.8075|INFO|AALifeWeb_SyncItemList| UserID:24974 | ItemAppID:2 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:2, CategoryTypeID:1, 午餐（泰国菜）, 53.0, 2016-3-30 20:37:11, zc, CardID:0
2016-04-11 07:15:00.9481|INFO|AALifeWeb_SyncItemList| UserID:24974 | ItemAppID:3 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:3, CategoryTypeID:2, 水乳霜（梦妆）, 370.0, 2016-3-30 20:37:45, zc, CardID:0
2016-04-11 07:15:01.1513|INFO|AALifeWeb_SyncItemList| UserID:24974 | ItemAppID:4 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:4, CategoryTypeID:2, 化妆水（muji）, 127.0, 2016-3-30 20:38:03, zc, CardID:0
2016-04-11 07:15:01.2919|INFO|AALifeWeb_SyncItemList| UserID:24974 | ItemAppID:5 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:5, CategoryTypeID:8, 橄榄绿短裙, 99.0, 2016-3-30 20:38:45, zc, CardID:0
2016-04-11 07:15:01.4950|INFO|AALifeWeb_SyncItemList| UserID:24974 | ItemAppID:6 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:6, CategoryTypeID:4, 樱花冰淇淋, 3.5, 2016-3-30 20:39:18, zc, CardID:0
2016-04-11 07:15:01.7138|INFO|AALifeWeb_SyncItemList| UserID:24974 | ItemAppID:7 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:7, CategoryTypeID:4, 千趣软糖, 10.0, 2016-3-30 20:39:46, zc, CardID:0
2016-04-11 07:15:01.9325|INFO|AALifeWeb_SyncItemList| UserID:24974 | ItemAppID:8 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:8, CategoryTypeID:3, 牙线, 24.5, 2016-3-30 20:40:41, zc, CardID:0
2016-04-11 07:15:02.1669|INFO|AALifeWeb_SyncItemList| UserID:24974 | ItemAppID:9 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:9, CategoryTypeID:3, 口气清新剂, 19.0, 2016-3-30 20:40:57, zc, CardID:0
2016-04-11 07:15:02.3856|INFO|AALifeWeb_SyncItemList| UserID:24974 | ItemAppID:10 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:10, CategoryTypeID:5, 地铁（中街来回）, 8.0, 2016-3-30 20:42:23, zc, CardID:0
2016-04-11 07:15:02.6044|INFO|AALifeWeb_SyncItemList| UserID:24974 | ItemAppID:11 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:11, CategoryTypeID:5, 公交（回校）, 1.0, 2016-3-30 20:42:36, zc, CardID:0
2016-04-11 07:15:02.8075|INFO|AALifeWeb_SyncItemList| UserID:24974 | ItemAppID:12 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:12, CategoryTypeID:3, 卷发器, 10.0, 2016-3-30 20:44:34, zc, CardID:0
2016-04-11 07:15:03.0106|INFO|AALifeWeb_SyncItemList| UserID:24974 | ItemAppID:13 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:13, CategoryTypeID:1, 午餐（麻辣烫）, 7.5, 2016-3-31 23:05:44, zc, CardID:0
2016-04-11 07:15:03.2450|INFO|AALifeWeb_SyncItemList| UserID:24974 | ItemAppID:14 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:14, CategoryTypeID:1, 晚餐（三色猪肝 奶黄包）, 7.5, 2016-3-31 23:06:15, zc, CardID:0
2016-04-11 07:15:03.4013|INFO|AALifeWeb_SyncItemList| UserID:24974 | ItemAppID:15 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:15, CategoryTypeID:3, 口罩, 18.0, 2016-3-31 23:06:33, zc, CardID:0
2016-04-11 07:15:03.6044|INFO|AALifeWeb_SyncItemList| UserID:24974 | ItemAppID:16 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:16, CategoryTypeID:9, 笔盒, 9.0, 2016-3-31 23:07:26, zc, CardID:0
2016-04-11 07:15:03.7606|INFO|AALifeWeb_SyncItemList| UserID:24974 | ItemAppID:17 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:17, CategoryTypeID:9, 贴纸, 5.0, 2016-3-31 23:07:36, zc, CardID:0
2016-04-11 07:15:03.9794|INFO|AALifeWeb_SyncItemList| UserID:24974 | ItemAppID:18 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:18, CategoryTypeID:3, 洗澡, 4.0, 2016-3-31 23:07:45, zc, CardID:0
2016-04-11 07:15:04.1200|INFO|AALifeWeb_SyncItemList| UserID:24974 | ItemAppID:19 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:19, CategoryTypeID:1, 午餐（铁板鸡腿饭）, 8.0, 2016-4-1 14:25:19, zc, CardID:0
2016-04-11 07:15:04.3231|INFO|AALifeWeb_SyncItemList| UserID:24974 | ItemAppID:20 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:20, CategoryTypeID:4, 矿泉水, 2.5, 2016-3-31 14:26:12, zc, CardID:0
2016-04-11 07:15:04.4638|INFO|AALifeWeb_SyncItemList| UserID:24974 | ItemAppID:21 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:21, CategoryTypeID:4, 梨+柚子, 10.4, 2016-4-2 21:13:00, zc, CardID:0
2016-04-11 07:15:04.6044|INFO|AALifeWeb_SyncItemList| UserID:24974 | ItemAppID:22 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:22, CategoryTypeID:1, 午餐（蒸功夫）, 8.5, 2016-4-2 21:13:17, zc, CardID:0
2016-04-11 07:15:04.7919|INFO|AALifeWeb_SyncItemList| UserID:24974 | ItemAppID:23 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:23, CategoryTypeID:4, 零食（超市）, 26.8, 2016-4-2 21:13:51, zc, CardID:0
2016-04-11 07:15:04.9950|INFO|AALifeWeb_SyncItemList| UserID:24974 | ItemAppID:24 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:24, CategoryTypeID:4, 菠萝包+奶酪包, 6.0, 2016-4-2 21:14:19, zc, CardID:0
2016-04-11 07:15:05.1825|INFO|AALifeWeb_SyncItemList| UserID:24974 | ItemAppID:25 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:25, CategoryTypeID:1, 晚餐（烤冷面）, 4.0, 2016-4-1 21:15:04, zc, CardID:0
2016-04-11 07:15:05.3388|INFO|AALifeWeb_SyncItemList| UserID:24974 | ItemAppID:26 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:26, CategoryTypeID:9, 管理学（罗宾斯）, 18.11, 2016-4-2 21:16:43, zc, CardID:0
2016-04-11 07:15:05.5263|INFO|AALifeWeb_SyncItemList| UserID:24974 | ItemAppID:27 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:27, CategoryTypeID:9, 管理学考试精要, 16.1, 2016-4-2 21:16:59, zc, CardID:0
2016-04-11 07:15:05.7138|INFO|AALifeWeb_SyncItemList| UserID:24974 | ItemAppID:28 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:28, CategoryTypeID:1, 晚餐（套餐）, 6.0, 2016-4-3 22:16:58, zc, CardID:0
2016-04-11 07:15:05.9013|INFO|AALifeWeb_SyncItemList| UserID:24974 | ItemAppID:29 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:29, CategoryTypeID:1, 午餐（泡面）, 5.6, 2016-4-3 22:17:38, zc, CardID:0
2016-04-11 07:15:06.0419|INFO|AALifeWeb_SyncItemList| UserID:24974 | ItemAppID:30 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:30, CategoryTypeID:1, 晚餐（炒饭 脆骨肠 凉菜）, 14.0, 2016-4-4 23:00:53, zc, CardID:0
