2016-04-20 00:01:57.2753|INFO|AALifeWeb_SyncItemList| UserID:23306 | ItemAppID:229 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:229, CategoryTypeID:4, 卖巴拉达晚, 194.0, 2016-4-20 0:01:22, sr, CardID:0
2016-04-20 00:07:13.2753|INFO|AALifeWeb_SyncItemList| UserID:10435 | ItemAppID:1329 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:1329, CategoryTypeID:15, 午饭, 6.2, 2016-4-19 23:51:52, zc, CardID:0
2016-04-20 00:07:13.5409|INFO|AALifeWeb_SyncItemList| UserID:10435 | ItemAppID:1330 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:1330, CategoryTypeID:15, 晚饭, 9.0, 2016-4-19 23:52:07, zc, CardID:0
2016-04-20 00:07:13.8378|INFO|AALifeWeb_SyncItemList| UserID:10435 | ItemAppID:1331 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:1331, CategoryTypeID:6, 雨伞, 14.52, 2016-4-19 23:54:17, zc, CardID:0
2016-04-20 00:07:14.2284|INFO|AALifeWeb_SyncItemList| UserID:10435 | ItemAppID:1332 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:1332, CategoryTypeID:9, 慰问, 14.0, 2016-4-19 23:54:29, zc, CardID:0
2016-04-20 00:07:14.5097|INFO|AALifeWeb_SyncItemList| UserID:10435 | ItemAppID:1333 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:1333, CategoryTypeID:9, 请客, 6.0, 2016-4-19 23:55:42, zc, CardID:0
2016-04-20 00:32:44.9628|INFO|AALifeWeb_SyncLoginQQNew| UserInfo -> UserID:0, sjqq17133, 起点, http://q.qlogo.cn/qqapp/100761541/751100B66EBC2A0C79EF40A9E7F586A6/100, sjqq_360, IsUpdate:1
2016-04-20 00:32:44.9784|INFO|AALifeWeb_SyncLoginQQNew| OAuthInfo -> OAuthID:0, 751100B66EBC2A0C79EF40A9E7F586A6, A720100D9046AB8666B36F3A4DE2E39C, UserID:0, OldUserID:0, sjqq
2016-04-20 01:29:10.2909|INFO|AALifeWeb_SyncNewUser| UserInfo -> UserID:0, zy_herey, , user.gif, 5.6.0_web, IsUpdate:1
2016-04-20 03:51:20.4003|INFO|AALifeWeb_SyncItemList| UserID:20507 | ItemAppID:498 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:498, CategoryTypeID:3, 烟, 39.0, 2016-4-19 3:49:20, zc, CardID:0
2016-04-20 03:51:20.6034|INFO|AALifeWeb_SyncItemList| UserID:20507 | ItemAppID:499 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:499, CategoryTypeID:1, 韮黄，青椒, 10.0, 2016-4-19 3:50:13, zc, CardID:0
2016-04-20 03:51:20.7597|INFO|AALifeWeb_SyncItemList| UserID:20507 | ItemAppID:500 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:500, CategoryTypeID:9, 驾考，练车, 5.0, 2016-4-19 3:50:35, zc, CardID:0
2016-04-20 03:51:20.9472|INFO|AALifeWeb_SyncItemList| UserID:20507 | ItemAppID:501 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:501, CategoryTypeID:9, 小玩具, 15.0, 2016-4-19 3:51:07, zc, CardID:0
2016-04-20 05:26:47.8222|INFO|AALifeWeb_SyncNewUser| UserInfo -> UserID:0, 李娜, 我心一片荒芜, user.gif, 5.6.0_web, IsUpdate:1
2016-04-20 05:27:45.3222|INFO|AALifeWeb_SyncItemList| UserID:25122 | ItemAppID:1 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:1, CategoryTypeID:2, 牛排, 99.0, 2016-3-29 22:54:35, zc, CardID:0
