2016-04-01 00:02:29.5636|INFO|AALifeWeb_SyncItemList| UserID:23182 | ItemAppID:4 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:4, CategoryTypeID:16, 猪肉，红茶, 65.0, 2016-3-15 20:12:22, zc, CardID:0
2016-04-01 00:02:29.8605|INFO|AALifeWeb_SyncItemList| UserID:23182 | ItemAppID:9 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:9, CategoryTypeID:16, 肯德基汉堡, 19.0, 2016-3-20 23:14:42, zc, CardID:0
2016-04-01 00:02:30.1730|INFO|AALifeWeb_SyncItemList| UserID:23182 | ItemAppID:10 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:10, CategoryTypeID:16, 牛腱，卤包，土鸡，粉蒸肉料, 59.0, 2016-3-21 12:58:07, zc, CardID:0
2016-04-01 00:02:30.5011|INFO|AALifeWeb_SyncItemList| UserID:23182 | ItemAppID:11 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:11, CategoryTypeID:16, 感冒药, 23.0, 2016-3-21 15:37:26, zc, CardID:0
2016-04-01 00:02:30.8918|INFO|AALifeWeb_SyncItemList| UserID:23182 | ItemAppID:12 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:12, CategoryTypeID:16, 豆腐皮，韭菜，蒜米, 5.0, 2016-3-22 15:33:42, zc, CardID:0
2016-04-01 00:02:31.2043|INFO|AALifeWeb_SyncItemList| UserID:23182 | ItemAppID:13 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:13, CategoryTypeID:16, 麝香壮骨贴, 25.0, 2016-3-22 20:10:51, zc, CardID:0
2016-04-01 00:02:31.5636|INFO|AALifeWeb_SyncItemList| UserID:23182 | ItemAppID:14 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:14, CategoryTypeID:16, 穗柳, 40.0, 2016-3-22 20:49:17, zc, CardID:0
2016-04-01 00:02:31.8605|INFO|AALifeWeb_SyncItemList| UserID:23182 | ItemAppID:15 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:15, CategoryTypeID:16, 土鸭，青菜，芹菜, 26.0, 2016-3-23 13:06:04, zc, CardID:0
2016-04-01 00:02:32.2511|INFO|AALifeWeb_SyncItemList| UserID:23182 | ItemAppID:16 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:16, CategoryTypeID:16, 桶装水，折叠剪刀，大包抽纸, 30.0, 2016-3-23 22:04:31, zc, CardID:0
2016-04-01 00:02:32.5949|INFO|AALifeWeb_SyncItemList| UserID:23182 | ItemAppID:17 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:17, CategoryTypeID:16, 看图写话训练册, 29.6, 2016-3-24 19:46:42, zc, CardID:0
2016-04-01 00:02:32.9074|INFO|AALifeWeb_SyncItemList| UserID:23182 | ItemAppID:18 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:18, CategoryTypeID:16, 馄饨, 11.0, 2016-3-25 7:19:24, zc, CardID:0
2016-04-01 00:02:33.3293|INFO|AALifeWeb_SyncItemList| UserID:23182 | ItemAppID:19 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:19, CategoryTypeID:16, 青菜，猪肉, 8.0, 2016-3-24 7:19:53, zc, CardID:0
2016-04-01 00:02:42.7355|INFO|AALifeWeb_SyncItemList| UserID:23182 | ItemAppID:20 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:20, CategoryTypeID:16, 猪肉，青菜, 8.0, 2016-3-25 19:27:37, zc, CardID:0
2016-04-01 00:02:43.0636|INFO|AALifeWeb_SyncItemList| UserID:23182 | ItemAppID:21 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:21, CategoryTypeID:16, 小笼包，沙煲饭, 39.0, 2016-3-26 21:41:15, zc, CardID:0
2016-04-01 00:02:43.4074|INFO|AALifeWeb_SyncItemList| UserID:23182 | ItemAppID:22 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:22, CategoryTypeID:16, 馒头，鸡蛋，猪肉，青菜，豆腐, 37.0, 2016-3-28 11:15:55, zc, CardID:0
2016-04-01 00:02:43.7355|INFO|AALifeWeb_SyncItemList| UserID:23182 | ItemAppID:23 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:23, CategoryTypeID:16, 金丝鱼, 10.0, 2016-3-29 22:12:48, zc, CardID:0
2016-04-01 00:02:44.1886|INFO|AALifeWeb_SyncItemList| UserID:23182 | ItemAppID:24 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:24, CategoryTypeID:16, 猪肉，韭菜，饺子皮, 38.0, 2016-3-30 15:51:32, zc, CardID:0
2016-04-01 00:02:44.4855|INFO|AALifeWeb_SyncItemList| UserID:23182 | ItemAppID:25 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:25, CategoryTypeID:16, 古筝课时费, 400.0, 2016-3-30 20:45:33, zc, CardID:0
2016-04-01 00:02:44.8449|INFO|AALifeWeb_SyncItemList| UserID:23182 | ItemAppID:26 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:26, CategoryTypeID:16, 工资, 2200.0, 2016-3-30 20:45:56, sr, CardID:0
2016-04-01 00:02:45.1574|INFO|AALifeWeb_SyncItemList| UserID:23182 | ItemAppID:27 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:27, CategoryTypeID:16, 土鸡，青菜, 33.0, 2016-3-31 14:49:10, zc, CardID:0
2016-04-01 00:02:45.5011|INFO|AALifeWeb_SyncItemList| UserID:23182 | ItemAppID:28 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:28, CategoryTypeID:16, 房贷, 300.0, 2016-3-31 19:49:41, zc, CardID:0
2016-04-01 00:02:45.7980|INFO|AALifeWeb_SyncItemList| UserID:23182 | ItemAppID:29 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:29, CategoryTypeID:16, 7793, 100.0, 2016-3-31 19:49:57, zc, CardID:0
2016-04-01 00:18:12.2980|INFO|AALifeWeb_SyncItemList| UserID:23510 | ItemAppID:107 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:107, CategoryTypeID:38, 2016年3月工资, 6243.8, 2016-4-1 0:07:10, sr, CardID:2
2016-04-01 00:18:12.5011|INFO|AALifeWeb_SyncItemList| UserID:23510 | ItemAppID:108 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:108, CategoryTypeID:40, 还家里借款, 2000.0, 2016-4-1 0:08:11, zc, CardID:2
2016-04-01 00:18:12.7668|INFO|AALifeWeb_SyncItemList| UserID:23510 | ItemAppID:109 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:109, CategoryTypeID:58, 交通费, 10.0, 2016-4-1 0:08:29, zc, CardID:0
2016-04-01 00:18:13.0324|INFO|AALifeWeb_SyncItemList| UserID:23510 | ItemAppID:110 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:110, CategoryTypeID:20, 还手机分期款, 572.09, 2016-4-1 0:16:26, zc, CardID:2
2016-04-01 00:18:13.2043|INFO|AALifeWeb_SyncItemList| UserID:23510 | ItemAppID:111 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:111, CategoryTypeID:20, 网上购物, 1320.75, 2016-4-1 0:17:00, zc, CardID:2
2016-04-01 00:25:43.4699|INFO|AALifeWeb_SyncItemList| UserID:23306 | ItemAppID:165 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:165, CategoryTypeID:1, 卖巴拉达，早, 165.0, 2016-3-31 23:05:41, sr, CardID:0
2016-04-01 00:25:43.8449|INFO|AALifeWeb_SyncItemList| UserID:23306 | ItemAppID:166 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:166, CategoryTypeID:1, 卖巴拉达晚, 321.0, 2016-3-31 0:24:32, sr, CardID:0
2016-04-01 00:28:01.4855|INFO|AALifeWeb_SyncItemList| UserID:17365 | ItemAppID:455 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:455, CategoryTypeID:24, 加油, 125.0, 2016-3-30 0:27:55, zc, CardID:0
2016-04-01 00:28:01.5949|INFO|AALifeWeb_SyncItemList| UserID:17365 | ItemAppID:456 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:456, CategoryTypeID:5, 茶叶, 2460.0, 2016-3-30 22:28:09, zc, CardID:0
2016-04-01 00:30:06.4386|INFO|AALifeWeb_SyncItemList| UserID:22004 | ItemAppID:273 | ItemWebID:0 | ItemInfo -> ItemID:738192, ItemAppID:273, CategoryTypeID:2, 午饭, 9.0, 2016-3-30 18:05:59, zc, CardID:0
2016-04-01 00:30:08.1418|INFO|AALifeWeb_SyncItemList| UserID:22004 | ItemAppID:275 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:275, CategoryTypeID:2, 油泼面, 5.0, 2016-3-30 18:05:19, zc, CardID:0
2016-04-01 00:30:09.8918|INFO|AALifeWeb_SyncItemList| UserID:22004 | ItemAppID:276 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:276, CategoryTypeID:2, 面包, 3.5, 2016-3-30 18:05:36, zc, CardID:0
2016-04-01 00:30:11.2199|INFO|AALifeWeb_SyncItemList| UserID:22004 | ItemAppID:277 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:277, CategoryTypeID:9, 宾馆, 271.0, 2016-4-1 0:23:17, zc, CardID:0
2016-04-01 00:30:12.7980|INFO|AALifeWeb_SyncItemList| UserID:22004 | ItemAppID:278 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:278, CategoryTypeID:2, 慕斯蛋糕, 16.0, 2016-4-4 0:23:40, zc, CardID:0
