2015-12-20 21:58:51,600 [1] INFO  Quartz.Impl.StdSchedulerFactory.Initialize(:0) - Quartz.NET properties loaded from configuration file 'D:\fxlweb\AALifeWeb2015\AALife.WindowsService\bin\Debug\quartz.config'
2015-12-20 21:58:51,634 [1] INFO  Quartz.Impl.StdSchedulerFactory.Instantiate(:0) - Using default implementation for object serializer
2015-12-20 21:58:51,656 [1] INFO  Quartz.Impl.StdSchedulerFactory.Instantiate(:0) - Using default implementation for ThreadExecutor
2015-12-20 21:58:51,666 [1] INFO  Quartz.Core.SchedulerSignalerImpl..ctor(:0) - Initialized Scheduler Signaller of type: Quartz.Core.SchedulerSignalerImpl
2015-12-20 21:58:51,667 [1] INFO  Quartz.Core.QuartzScheduler..ctor(:0) - Quartz Scheduler v.2.3.3.0 created.
2015-12-20 21:58:51,669 [1] INFO  Quartz.Plugin.Xml.XMLSchedulingDataProcessorPlugin.Initialize(:0) - Registering Quartz Job Initialization Plug-in.
2015-12-20 21:58:51,671 [1] INFO  Quartz.Simpl.RAMJobStore.Initialize(:0) - RAMJobStore initialized.
2015-12-20 21:58:51,680 [1] INFO  Quartz.Simpl.RemotingSchedulerExporter.RegisterRemotingChannelIfNeeded(:0) - Remoting is allowing remote calls
2015-12-20 21:58:51,680 [1] INFO  Quartz.Simpl.RemotingSchedulerExporter.RegisterRemotingChannelIfNeeded(:0) - Registering remoting channel of type 'System.Runtime.Remoting.Channels.Tcp.TcpChannel' to port (555) with name (httpQuartz)
2015-12-20 21:58:51,680 [1] INFO  Quartz.Simpl.RemotingSchedulerExporter.RegisterRemotingChannelIfNeeded(:0) - Remoting channel registered successfully
2015-12-20 21:58:51,681 [1] INFO  Quartz.Simpl.RemotingSchedulerExporter.Bind(:0) - Successfully marshalled remotable scheduler under name 'QuartzScheduler'
2015-12-20 21:58:51,683 [1] INFO  Quartz.Core.QuartzScheduler.Initialize(:0) - Scheduler meta-data: Quartz Scheduler (v2.3.3.0) 'ServerScheduler' with instanceId 'NON_CLUSTERED'
  Scheduler class: 'Quartz.Core.QuartzScheduler' - access via remote invocation.
  NOT STARTED.
  Currently in standby mode.
  Number of jobs executed: 0
  Using thread pool 'Quartz.Simpl.SimpleThreadPool' - with 10 threads.
  Using job-store 'Quartz.Simpl.RAMJobStore' - which does not support persistence. and is not clustered.

2015-12-20 21:58:51,683 [1] INFO  Quartz.Impl.StdSchedulerFactory.Instantiate(:0) - Quartz scheduler 'ServerScheduler' initialized
2015-12-20 21:58:51,683 [1] INFO  Quartz.Impl.StdSchedulerFactory.Instantiate(:0) - Quartz scheduler version: 2.3.3.0
2015-12-20 21:58:51,691 [16] INFO  Quartz.Xml.XMLSchedulingDataProcessor.ProcessFile(:0) - Parsing XML file: D:\fxlweb\AALifeWeb2015\AALife.WindowsService\bin\Debug\quartz_jobs.xml with systemId: ~/quartz_jobs.xml
2015-12-20 21:58:51,850 [16] INFO  Quartz.Xml.XMLSchedulingDataProcessor.ScheduleJobs(:0) - Adding 2 jobs, 2 triggers.
2015-12-20 21:58:51,852 [16] INFO  Quartz.Xml.XMLSchedulingDataProcessor.ScheduleJobs(:0) - Adding job: sampleGroup.sampleJob
2015-12-20 21:58:51,854 [16] INFO  Quartz.Xml.XMLSchedulingDataProcessor.ScheduleJobs(:0) - Adding job: userGroup.userJob
2015-12-20 21:58:51,869 [16] INFO  Quartz.Core.QuartzScheduler.Start(:0) - Scheduler ServerScheduler_$_NON_CLUSTERED started.
2015-12-20 21:58:51,870 [16] INFO  AALife.WindowsService.Service1.OnStart(d:\fxlweb\AALifeWeb2015\AALife.WindowsService\Service1.cs:47) - Logger Scheduler started successfully
2015-12-20 21:58:55,021 [ServerScheduler_Worker-2] INFO  AALife.WindowsService.UserService.Execute(d:\fxlweb\AALifeWeb2015\AALife.WindowsService\Services\UserService.cs:21) - Logger 开始用户自动服务。
2015-12-20 21:59:00,000 [ServerScheduler_Worker-4] INFO  AALife.WindowsService.UserService.Execute(d:\fxlweb\AALifeWeb2015\AALife.WindowsService\Services\UserService.cs:21) - Logger 开始用户自动服务。
2015-12-20 21:59:05,000 [ServerScheduler_Worker-6] INFO  AALife.WindowsService.UserService.Execute(d:\fxlweb\AALifeWeb2015\AALife.WindowsService\Services\UserService.cs:21) - Logger 开始用户自动服务。
2015-12-20 21:59:10,000 [ServerScheduler_Worker-8] INFO  AALife.WindowsService.UserService.Execute(d:\fxlweb\AALifeWeb2015\AALife.WindowsService\Services\UserService.cs:21) - Logger 开始用户自动服务。
2015-12-20 21:59:15,000 [ServerScheduler_Worker-10] INFO  AALife.WindowsService.UserService.Execute(d:\fxlweb\AALifeWeb2015\AALife.WindowsService\Services\UserService.cs:21) - Logger 开始用户自动服务。
2015-12-20 21:59:20,000 [ServerScheduler_Worker-2] INFO  AALife.WindowsService.UserService.Execute(d:\fxlweb\AALifeWeb2015\AALife.WindowsService\Services\UserService.cs:21) - Logger 开始用户自动服务。
